news,label
पोलीस दलात #MeToo प्रकरणी एका IPS अधिकाऱ्यावर खटला दाखल करण्यात आला आहे,2
टीपी2 मल्टिप्लेक्समध्ये रिलीज होण्यावरुन प्रश्नचिन्ह कायम,0
मल्टिप्लेक्समधील टीपी2 गोळीबाराचा प्रश्न कायम आहे,0
मल्टिप्लेक्समध्ये मुक्त करण्यात आलेला TP2 प्रश्नात आहे,0
फेसबुकमुळे 11 वर्षांनंतर झाली दोन भावांची भेट ,2
फेसबुकवर 11 वर्षांनंतर दोन भावांची गाठ पडली,2
फेसबुकने 11 वर्षांनंतर दोन बंधूंची भेट घेतली,2
दिलखुलास सोनम,0
दिलखुलास सोनम,0
Dilkhulas Kapoor,0
बीड पोटनिवडणुकीसाठी प्रीतम मुंडेंनी भरला उमेदवारी अर्ज,2
बीड पोटनिवडणुकीसाठी प्रीतम मुंडे यांचा उमेदवारी अर्ज दाखल,2
बीड पोटनिवडणुकीसाठी प्रीतम मुंडे यांचा अर्ज दाखल,2
पिकं गेली जनावरं मेली घरं पडलीआता पुढं काय,2
"पीक गेले, जनावरे मेली आणि घर खाली पडले. पुढे काय?",2
"पीक गेले, जनावरे मेली आणि घर खाली पडले. पुढे काय?",2
काँग्रेसच्या स्वाती येवलुजे कोल्हापूरच्या नव्या महापौर शिवसेनेनेही दिला पाठिंबा,2
कोल्हापूरच्या नूतन महापौर स्वाती येवलुजे यांनीही शिवसेनेला पाठिंबा दिला आहे,2
कोल्हापूरच्या नूतन महापौर काँग्रेसच्या स्वाती येवलुजे यांनीही शिवसेनेला पाठिंबा दिला आहे,2
यापूर्वी वर्ल्डकपमध्ये या संघांनीही खेळण्यास दिला होता नकार,1
यापूर्वी या संघांनी विश्वचषक खेळण्यासही नकार दिला होता,1
यापूर्वी या संघांनी वर्ल्ड गॉब्लेटमध्ये खेळण्यासही नकार दिला होता,1
औरंगाबादमध्ये मित्रासोबत फिरायला गेलेल्या तरुणीवर सामूहिक बलात्कार,2
औरंगाबादमध्ये मित्रासोबत फिरायला गेलेल्या तरुणीवर सामूहिक बलात्कार,2
औरंगाबादमध्ये मित्रासोबत फिरायला गेलेल्या तरुणीवर सामूहिक बलात्कार,2
तुघलकी निर्णय विद्यार्थिनींनी कोणत्या रंगाची अंतर्वस्त्रे घालावीत हेही ठरवणार शाळा,2
तुघलकी निर्णय विद्यार्थ्यांनी कोणत्या रंगाची अंतर्वस्त्रे घालायची हेही शाळा ठरवेल,2
तुघलकी निर्णय विद्यार्थ्यांनी कोणत्या रंगाचे अंडरवेअर घालायचे हेही शाळा ठरवेल,2
पांड्याराहुलशी बोलणं सोडाच पण एकत्र प्रवासही करणार नाही,1
"पंड्याराहुलशी बोलू द्या, ते संध्याकाळचा प्रवास एकत्र करणार नाहीत",1
"पंड्याराहुलला चिटचट करू द्या, ते एकत्र प्रवासही करणार नाहीत",1
मुंबई इंडियन्सच्या जेतेपदाचं जोस बटलरने सावरिया स्टाईलमध्ये केलं सेलिब्रेशन,1
जोस बटलरने सावरिया शैलीत मुंबई इंडियन्सचे जेतेपद पटकावले,1
जोस बटलरने मुंबई इंडियन्सचे जेतेपद सावरियाच्या लालित्यपूर्ण खेळात साजरे केले,1
विंडीजला हरवून भारताचं मायभूमीत विजयाचं शतक पूर्ण,1
विंडीजचा पराभव केल्यानंतर भारताने राष्ट्रीय स्तरावर विजयाचे शतक पूर्ण केले,1
विंडीजला पराभूत केल्यानंतर भारताने घरच्या मैदानावर विजयाचे शतक पूर्ण केले,1
पाकिस्तानी मॉडेल कंदील बलोचची भावाने केली हत्या,0
पाकिस्तानी नक्कल कंदील बलोचची तिच्या भावाने हत्या केली,0
पाकिस्तानी मॉडेल कंदील बलोचची तिच्या भावाने हत्या केली,0
काबाडकष्ट करुन थकलेले हात आता गिरवतायत बाराखडी,2
थकलेले हात आता परतले आहेत,2
थकलेले हात आता पडत आहेत,2
असं होतं मुख्यमंत्र्यांचं अपघातग्रस्त हेलिकाॅप्टर,2
प्राथमिक मंत्र्यांच्या हेलिकॉप्टरचा हा प्रकार घडला आहे,2
मुख्यमंत्र्यांच्या हेलिकॉप्टरमध्ये हा प्रकार घडला,2
फ्लॅशबॅक 2014  बॉलिवूड डायरी,0
फ्लॅशबॅक 2014 बॉलिवूड जर्नल,0
फ्लॅशबॅक 2014 बॉलिवूड वृत्तपत्र,0
सोलापूरमध्ये खासगी बस नदीपात्रात कोसळून 8 ठार,2
सोलापुरात खाजगी बस नदीपात्रात पडल्याने ऑक्टेट ठार,2
सोलापुरात खासगी बस नदीपात्रात कोसळून आठ जणांचा मृत्यू झाला,2
महालक्ष्मीच्या संवर्धनाला रविवारचा मुहूर्त पुरातत्त्व खात्याचे पथक रवाना,2
महालक्ष्मीच्या संवर्धनासाठी पुरातत्व विभागाचे पथक रविवारी दि,2
महालक्ष्मीच्या जतनासाठी पुरातत्व विभागाचे पथक रविवारी रवाना झाले,2
सागर शेजवळ खूनप्रकरणातील फरार आरोपी अटकेत,2
खून प्रकरणातील फरारी आरोपी प्रिय सागर शेला अटक,2
खून प्रकरणातील फरारी आरोपी सागर शेजवळ कैद,2
राज्य सरकारी कर्मचाऱ्यांचे अच्छे दिन महागाई भत्त्यात 4 टक्के वाढ,2
राज्य सरकारी कर्मचाऱ्यांच्या महागाई भत्त्यात ४ टक्के वाढ,2
राज्य सरकारी कर्मचाऱ्यांच्या अच्छे दिन महागाई भत्त्यात ४ टक्के वाढ,2
पश्चिम महाराष्ट्र देवस्थान समितीची एसआयटीकडून होणार चौकशी,2
पश्चिम महाराष्ट्र देवस्थान समिती बसवून चौकशी करणार,2
पश्चिम महाराष्ट्र देवस्थान समितीची एसआयटीकडून छाननी होणार आहे,2
एक्स्प्रेस वेवर 22 फेब्रुवारी ते 11 मार्च ब्लॉक वाहतूक जुन्या मार्गावर,2
22 फेब्रुवारी ते 11 मार्च एक्स्प्रेस वेवर जुन्या मार्गावरील वाहतूक ठप्प आहे,2
एक्स्प्रेस वेवर २२ फेब्रुवारी ते ११ मार्च या कालावधीत जुन्या मार्गावरील वाहतूक ठप्प आहे,2
जव्हार कुपोषणाच्या विळख्यात गेल्या 9 महिन्यांत 37 बालकांचा मृत्यू,2
कुपोषणामुळे गेल्या 9 महिन्यांत 37 मुले नापास,2
कुपोषणामुळे गेल्या 9 महिन्यांत 37 बालमृत्यू झाले,2
नगर  महिला कुस्तिपटूचा श्रीपाद छिंदमने केला पराभव,2
शहरातील महिला कुस्तीपटू श्रीपाद छिंदमची हत्या,2
शहरातील महिला कुस्तीपटू श्रीपाद छिंदमने बाजी मारली,2
VIDEO डान्सबारवरची बंदी उठवण्यासाठी मुख्यमंत्र्यांनी केलं डील,2
VIDEO मुख्यमंत्र्यांनी डान्सबारवरील बंदी हटवण्याचा करार केला,2
VIDEO मुख्यमंत्र्यांनी डान्सबारवरील बंदी उठवण्याचा करार केला,2
बाॅलिवूड स्टार्सनी बाप्पाचं स्वागत केलं जल्लोषात,0
Bollywood adept welcomed Bappa with enthusiasm,0
Bollywood stars welcoming Bappa with enthusiasm,0
बीसीसीआय क्लीन बोल्ड चौकशी समिती अवैधच ,1
बीसीसीआयची क्लीन बोल्ड चौकशी समिती अवैध,1
बीसीसीआयच्या क्लीन बोल्ड चौकशी समित्या अवैध,1
वाघिणीला जेरबंद करण्यासाठी आणलेल्या चार हत्तींना परत पाठवणार,2
वाघिणीला मागे टाकण्यासाठी आणलेले चार हत्ती परत पाठवले जातील,2
वाघिणीला कैद करण्यासाठी आणलेले चार हत्ती परत पाठवले जातील,2
म्हणून शिखर धवनसाठी ही कसोटी ठरू शकते शेवटची,1
त्यामुळे शिखर धवनसाठी ही कसोटी नेटकी ठरू शकते,1
त्यामुळे शिखर धवनसाठी हा निबंध शेवटचा ठरू शकतो,1
गुरुजी रजेवर गेले विद्यार्थीच गुरुजी झाले ,2
गुरुजी रजेवर धावले की विद्यार्थी गुरुजी झाले,2
गुरुजी देत ​​गेल्यावर विद्यार्थी गुरुजी झाले,2
36 वर्षांनंतर भारतीय महिला हॉकी टीमची ऑलिम्पिकमध्ये एंट्री,1
भारतीय महिला हॉकी संघाचा ऑलिम्पिकमध्ये 36 दिवसांनंतर प्रवेश,1
भारतीय महिला हॉकी संघाचा 36 वर्षांनंतर ऑलिम्पिकमध्ये प्रवेश,1
पंकज भुजबळांनी घेतली मातोश्रीवर उद्धव ठाकरेंची भेट,2
Pankaj Bhujbal forgather Uddhav Thackeray on Matoshree,2
Pankaj Bhujbal complied Uddhav Thackeray on Matoshree,2
छान किती दिसते फुलपाखरू जान्हवी कपूरचा बटरफ्लाय लुक व्हायरल,0
फुलपाखरू जान्हवी कपूरचा फुलपाखरू चेहरा किती सुंदर आहे व्हायरल,0
फुलपाखरू जान्हवी कपूरचा मेरीपोसा किती सुंदर दिसतोय व्हायरल,0
नाणार प्रकल्पासाठी मुख्यमंत्र्यांचा उद्धव ठाकरेंना फोन मन वळवण्याचा प्रयत्न,2
Chief Minister tries to persuade Uddhav Thackeray by phone for Nanar see,2
Chief Minister tries to persuade Uddhav Thackeray by telephoned for Nanar project,2
ग्रेट भेटमध्ये अंजली भागवत  भाग 5,2
अंजली भागवत भाग 5 खूप छान,2
उल्लेखनीय भेटीत अंजली भागवत भाग 5,2
कोकणातील भाजप नेत्यामुळे शिवसेना आक्रमक मुख्यमंत्र्यांना थेट वाजपेयी सरकारची आठवण,2
कोकणातील भाजप नेत्यांमुळे शिवसेना आक्रमक मुख्यमंत्र्यांनी थेट वाजपेयी सरकारची आठवण करून दिली,2
कोकणातील भाजप नेत्यांमुळे शिवसेनेच्या आक्रमक मुख्यमंत्र्यांनी थेट वाजपेयी सरकारची आठवण करून दिली.,2
पोस्टाच्या पाकिटावर सचिनचा फोटो ,1
पोस्टल गॅसबॅगवर सचिनचा फोटो,1
पोस्टल लिफाफ्यावर सचिनची प्रतिमा,1
विरूष्काच्या लग्नातला वाद अखेर चव्हाट्यावर,0
विरुष्काच्या लग्नातील वाद अखेर संपुष्टात आला,0
विरुष्काच्या लग्नातील वाद अखेर मिटला,0
आज देशभरात 127व्या जयंतीनिमित्त महामानवाला अभिवादन,2
आज देशभरात त्यांच्या 127 व्या जयंतीनिमित्त महामानवाला विनम्र अभिवादन,2
या अभूतपूर्व माणसाला त्यांच्या १२७व्या जयंतीनिमित्त आज देशभरात विनम्र अभिवादन,2
उर्मिलाची न्यू इनिंग,0
उर्मिलाची नवी इनिंग,0
उर्मिलाची नवी इनिंग,0
साताऱ्यात अनोखे रक्षाबंधन बहिणीने स्वतःची किडनी भावाला देऊन वाचवले प्राण,2
साताऱ्यात एका अनोख्या रक्षाबंधनाला बहिणीने स्वतःची किडनी दान करून भावाचा जीव राखला,2
सातार्‍यात रक्षाबंधनाच्या अतुलनीय बहिणीने स्वतःची किडनी दान करून भावाचा जीव वाचवला.,2
एकेकाळचे कट्टर वैरी असलेल्या जैनांना खडसेंनी भरवली भजी,2
एकेकाळी कट्टर शत्रू असलेल्या जैनांना खडसेंनी खतपाणी घातले,2
एकेकाळी कडवे विरोधक असलेल्या जैनांना खडसेंनी पोसले,2
विद्या बालन साकारणार सर्वात प्रभावी पंतप्रधानांची भूमिका,0
सर्वात प्रभावी पंतप्रधानाची भूमिका विद्या बालन साकारणार आहे,0
विद्या बालन सर्वात कार्यक्षम पंतप्रधानाच्या भूमिकेत दिसणार आहे,0
भारतपाकिस्तान सीरिजचा निर्णय नाही ,1
भारत-पाक मालिका ठरवलेली नाही,1
भारत-पाक मालिका ठरलेली नाही,1
क्रिकेट वर्ल्डकपचा भारताचा पहिला सामना 5 जून 2019ला,1
5 जून 2019 रोजी भारताचा क्रिकेट डोमेन कपचा पहिला सामना,1
5 जून 2019 रोजी भारताचा क्रिकेट विश्वचषकातील पहिला बॉलगेम,1
#पेनकिलर  सदाभाऊंचे काय होणार,2
काय होणार #painkiller सदाभाऊ,2
काय होणार #अनेस्थेटिक सदाभाऊ,2
उल्हासनगर हादरले११ वर्षाच्या मुलाची गळा चिरून निर्घृण हत्या,2
उल्हासनगरमध्ये 11 वर्षाच्या मुलाची गळा चिरून निर्घृण हत्या करण्यात आली,2
उल्हासनगरमध्ये 11 वर्षाच्या मुलाची गळा चिरून निर्घृण हत्या करण्यात आली,2
पाठवा तुमच्या बाप्पाचे फोटो,2
तुमच्या मिळण्याचे फोटो पाठवा,2
तुझ्या वडिलांचा फोटो पाठवा,2
शिवस्मारकाच्या जाहिरातीवर आकस्मिकता निधीतून ८ कोटींचा खर्च,2
शिवस्मारकाच्या जाहिरातीवर आकस्मिक निधीतून 8 कोटी खर्च,2
शिवस्मारकाच्या जाहिरातीवर आकस्मिक फोंडाकडून 8 कोटी रुपये खर्च,2
महाड दुर्घटना  सहाव्या दिवशी एकही मृतदेहाचा शोध नाही,2
महाड दुर्घटनेच्या सहाव्या दिवशीही मृतदेह सापडला नाही,2
महाड दुर्घटनेच्या सहाव्या दिवशीही मृतदेह सापडला नाही,2
भारत वि न्यूझिलंड दुसऱ्या वन डेत पैसे घेऊन पिच तयार केल्याचा आरोप,1
भारत विरुद्ध न्यूझीलंड 2रा एकदिवसीय सामना आघाडीच्या पैशाने खेळपट्टी तयार केल्याचा आरोप,1
भारत विरुद्ध न्यूझीलंड दुसऱ्या वनडेमध्ये पैसे घेऊन खेळपट्टी तयार केल्याचा आरोप,1
महेंद्रसिंह धोनी वर्ल्ड कपमध्ये खेळण्याची शक्यता,1
विश्वचषकात महेंद्रसिंग धोनीचा धुव्वा उडण्याची शक्यता आहे,1
महेंद्रसिंग धोनी ग्लोबल कपमध्ये खेळण्याची शक्यता आहे,1
ओवेसींच्या वक्तव्यानंतर राष्ट्रवादीच्या हालचाली भुजबळांची भारिपसोबत बैठक,2
ओवेसींच्या वक्तव्यानंतर राष्ट्रवादीची खेळी भुजबळांची भारिपशी सलगी,2
ओवेसींच्या घोषणेनंतर राष्ट्रवादीची चाल भुजबळांची भारिपशी भेट,2
या विचित्र सवयीमुळे सारा अली खाननं मागितली रणवीर सुशांतची माफी,0
या विचित्र सवयीमुळे सारा अली खानने रणवीर सुशांतची माफी मागितली आहे,0
या विचित्र सवयीमुळे सारा अली खानने रणवीर सुशांतची माफी मागितली आहे,0
Videos  समोर आला एमएस धोनीचा रिटायरमेन्ट प्लॅन करणार हे विशेष काम,1
व्हिडिओ महेंद्रसिंग धोनीच्या निवृत्ती योजनेचे विशेष कार्य प्रकाशात आहे,1
व्हिडिओ एमएस धोनीच्या निवृत्तीच्या नियोजनाचे खास काम समोर आले आहे,1
गणेश विसर्जन  मुंबईपुण्यात या मार्गावर प्रवास टाळा ,2
Avoid travelling on this route in Ganesh Visarjan Mumbai Pune,2
Stave traveling on this route in Ganesh Visarjan Mumbai Pune,2
विरू इज बॅक सेहवागची डोपिंग समितीत निवड,1
वीरूने सेहवागची डोपिंग समितीमध्ये निवड केली आहे,1
वीरू परतला सेहवागची स्पाइकिंग समितीत निवड,1
औरंगाबादचे पोलीस आयुक्त सक्तीच्या रजेवर मुख्यमंत्र्यांची घोषणा,2
औरंगाबाद पोलीस आयुक्तांची सक्तीच्या रजेवर मुख्य क्युरेटची घोषणा,2
औरंगाबादचे पोलीस आयुक्त सक्तीच्या रजेवर मुख्यमंत्र्यांची जाहिरात,2
सरकारला पुन्हा मावळ करायचा का राजू शेट्टी,2
राजू शेट्टींना पुन्हा सरकारची पाठराखण करण्याची गरज आहे,2
राजू शेट्टींना पुन्हा प्रशासनाची पाठराखण करायची आहे,2
एक्स्प्रेसवे नव्हे स्लो वे तिसर्‍या दिवशीही ट्रॅफिक जाम,2
"तिसर्‍या दिवशीही ट्रॅफिक जाम, एक्स्प्रेस वे नव्हे तर दमछाक",2
एक्स्प्रेस वेवर नव्हे तर धिम्या गतीने तिसऱ्या दिवशीही वाहतूक कोंडी,2
अंडरवर्ल्ड डॅान दाऊदची प्रेमकहाणी आता रुपेरी पडद्यावर,0
अंडरवर्ल्ड दान दाऊदचा प्रेम इतिहास आता रुपेरी पडद्यावर,0
अंडरवर्ल्ड दान दाऊदच्या प्रेमकथा आता रुपेरी पडद्यावर,0
अर्थमंत्री अजित पवार आज मांडणार हंगामी अर्थसंकल्प,2
अर्थमंत्री अजित पवार आता अंतरिम अर्थसंकल्प सादर करणार आहेत,2
अर्थमंत्री अजित पवार काल अंतरिम अर्थसंकल्प सादर करणार आहेत,2
नाद खुळा कोल्हापूरच्या गणेश माळीने पटकावले ब्राँझ मेडल,1
नाद खुळा कोल्हापुर वॉन ब्रॉन्झ डेकोरेशनची गणेशाची मिल्ली,1
नाद खुळा कोल्हापुरातील पितळी दागिन्यांमध्ये सापडलेला गणेश,1
मराठा मोर्चातील काकासाहेब शिंदे मृत्यू प्रकरणी तहसीलदार आणि पोलीस निरीक्षक सक्तीच्या रजेवर,2
काकासाहेब शिंदे मराठा मोर्चा संपल्याप्रकरणी तहसीलदार आणि पोलिस निरीक्षक सक्तीच्या रजेवर,2
मराठा मोर्चातील काकासाहेब शिंदे मृत्यूप्रकरणी तहसीलदार आणि पोलिस निरीक्षक सक्तीच्या रजेवर,2
कलर्स स्क्रीन अ ॅवॉर्डस्‌चा जलवा,0
रंगीत स्क्रीन ए अवॉर्ड्सचा जलवा,0
स्क्रीन अवॉर्ड्सचा जलवा,0
पार्थ पवारांच्या उमेदवारीची चर्चा अखेर पवारांच्या बैठकीत झाला अंतिम निर्णय,2
पार्थ पवार यांच्या उमेदवारीवर चर्चा होऊन पवारांच्या बैठकीत माघार घेण्याचा अंतिम निर्णय झाला,2
पार्थ पवार यांच्या उमेदवारीवर चर्चा होऊन पवारांच्या बैठकीत अंतिम निर्णय झाला,2
विद्याची मराठमोळी अदा,0
मराठमाळी एडीए आ विद्या,0
मराठमाळी एडीए आ विद्या,0
भारताची स्टार टेनिसपटू सानिया मिर्झा होणार आई,1
भारताची स्टार टेनिसपटू सानिया मिर्झा आई होण्यासाठी थेट आहे,1
भारताची स्टार टेनिसपटू सानिया मिर्झा अम्मी होणार आहे,1
विरोधी पक्षनेतेपदावर दावा करणार तटकरे,2
विरोधी पक्षनेतेपद तटकरे नेमके ठरवतील,2
तटकरे विरोधी पक्षनेतेपदासाठी गाऱ्हाणे मांडणार आहेत,2
संसाराशी दोन हात करणाऱ्या रणरागिणीच्या जिद्दीची कहाणी,2
जगाशी लढणाऱ्या योद्ध्याच्या जिद्दीचा फिब,2
जगाशी लढणाऱ्या योद्ध्याच्या जिद्दीची कथा,2
स्पेशल रिपोर्ट  मुख्यमंत्री पाडताय ओबीसी नेत्यांमध्ये फूट ,2
स्पेशल कव्हर मुख्यमंत्र्यांनी ओबीसी नेत्यांमध्ये फूट पाडली,2
स्पेशल रिपोर्ट ओबीसी नेत्यांमध्ये फूट पडल्याची मुख्यमंत्र्यांची टीका,2
आंबेनळी अपघात प्रकाश सावंत देसाई सक्तीच्या रजेवर,2
आंबेनळी अपघातात प्रकाश सावंत देसाई यांना सक्तीचे देणे,2
आंबेनळी अपघात प्रकाश सावंत देसाई सक्तीचे भाडे,2
Live cricket score India  Australia 3rd Test Day २ दुसऱ्या दिवसाच्या शेवटी ऑस्ट्रेलिया ८ ० भारताने ४४३ वर केला डाव घोषित,1
"जिवंत क्रिकेट स्कोअर भारत ऑस्ट्रेलिया तिसरा कसोटी दिवस 2 अनियमित दिवसाच्या शेवटी, ऑस्ट्रेलिया 8 0 भारताने 443 धावांवर डाव घोषित केला",1
व्हिव्ह क्रिकेट स्कोअर भारत ऑस्ट्रेलिया तिसरा कसोटी दिवस 2 दुसऱ्या दिवसअखेर ऑस्ट्रेलिया 8 0 भारताने डाव 443 धावांवर पूर्ण केला,1
यंदा पाऊस साधारण चलन तुटवडाही कायम  भेंडवळच्या घटमांडणीची भविष्यवाणी,2
"यंदा पाऊस, सामान्य चलन तुटवडा हाही कायम भेंडवळच्या अटीचा अंदाज",2
"यंदा पाऊस, सर्वसाधारण चलन तुटवडा असाच कायम भेंडवळ परिस्थितीचा अंदाज आहे",2
सेल्फी विथ स्टुडंट निर्णय तूर्तास स्थगितIBNलोकमतच्या बातमीचा दणका,2
सेल्फी विथ स्टुडंटचा निर्णय आतासाठी पुढे ढकलला आयबीएन लोकमत बातम्या हिट,2
सेल्फी विथ विद्यार्थ्याच्या निर्णयाला विलंब आता IBN लोकमतच्या बातम्यांचा दणका,2
अल्पवयीन विद्यार्थांना घेऊन आंदोलन केल्यामुळे कोल्हापुरच्या 80 शिक्षकांवर गुन्हे दाखल,2
अल्पवयीन विद्यार्थ्यांसोबत आंदोलन केल्याप्रकरणी कोल्हापुरातील 80 शिक्षकांवर गुन्हा दाखल करण्यात आला आहे,2
अल्पवयीन विद्यार्थ्यांसोबत आंदोलन केल्याप्रकरणी कोल्हापुरातील 80 शिक्षकांवर गुन्हे दाखल करण्यात आले आहेत,2
राजना आगामी निवडणुकीत मोदी लाट कळेल फडणवीस,2
आगामी निवडणुकीत राजना फडणवीस मोदी लाटेला चोदतील,2
रजना फडणवीस यांना आगामी निवडणुकीत मोदींची वेव्हलेन्थ कळेल,2
मोठी दुर्घटना टाळण्यासाठी पायलटनं स्वीकारला मृत्यू,2
मोठी दुर्घटना टाळण्यासाठी पायलटने मरण पत्करले,2
मोठी दुर्घटना टळण्यासाठी पायलटने मृत्यू स्वीकारला,2
मराठा आरक्षण टिकवण्यासाठी मोठं पाऊल सुप्रीम कोर्टात कॅव्हेट दाखल,2
मराठा आरक्षण टिकवण्यासाठी सुप्रीम कोर्टात कॅव्हेट दाखल करणे हा मोठा पायंडा आहे,2
सर्वोच्च न्यायालयात दाखल केलेले कॅव्हेट हे मराठा आरक्षण टिकवण्यासाठी मोठे पाऊल आहे,2
मुलाच्या वाढदिवशीच शहीद संदीप जाधव यांना अखेरचा निरोप,2
शहीद संदीप जाधव यांना त्यांच्या मुलाच्या वाढदिवसानिमित्त विनम्र अभिवादन,2
शहीद संदीप जाधव यांना त्यांच्या मुलाच्या वाढदिवसानिमित्त अखेरचा अभिवादन,2
महाराष्ट्रापासून विदर्भ वेगळा होऊ देणार नाही  उद्धव ठाकरे,2
Uddhav Thackeray will not permit separation of Vidarbha from Maharashtra,2
Uddhav Thackeray will not enabling separation of Vidarbha from Maharashtra,2
लोकसभा निवडणूक 2019  जालना मतदारसंघामध्ये कधी होणार मतदान,2
लोकसभा निवडणूक 2019 जालना मतदारसंघात कधी मतदान होणार आहे,2
लोकसभा निवडणूक 2019 जालना मतदारसंघात कधी मतदान होणार आहे,2
पावसाचा ठाण्याला जोरदार फटका,2
ठाण्यात पावसाने दडी मारली,2
ठाण्यात पावसाचा फटका बसला,2
युतीसाठी मुख्यमंत्र्यांनी थेट गाठलं मातोश्री निर्णय मात्र गुलदस्त्यात,2
"युतीसाठी सूत्रधार थेट मातोश्रीच्या निर्णयापर्यंत पोहोचले, हे मात्र गुलदस्त्यातच",2
"युतीसाठी जेफ मंत्री थेट मातोश्रीवर पोहोचले, हे मात्र गुलदस्त्यातच",2
श्रीरामपूरमध्ये हॉटेलला लागलेल्या आगीत दाम्पत्याचा मृत्यू,2
श्रीरामपूरमधील हॉटेलला लागलेल्या आगीत एक जोडपे अयशस्वी,2
श्रीरामपूर येथील हॉटेलमध्ये लागलेल्या आगीत एका जोडप्याचा मृत्यू झाला,2
सुमन कल्याणपूर यांच्याशी सुरेल गप्पा,0
सुमन कल्याणपूर सोबत एक सुखद जबडा,0
सुमन कल्याणपूर यांच्याशी मनमोहक गप्पा,0
प्रचाराचा हटके फंडाएसटीत प्रचाराची टींग टींग ,2
टिंग टिंग टिंकल टिंग दॅट प्रमोशन हॉटकी फंडास्ट,2
टिंग टिंग टिंग टिंग ते प्रमोशन हॉटके फंडस्ट,2
धुळ्यात अशोक चव्हाणांसमोरच काँग्रेस कार्यकर्त्यांची हाणामारी,2
धुळ्यात अशोक चव्हाणांच्या छातीत काँग्रेस कार्यकर्त्यांची हाणामारी,2
धुळ्यात अशोक चव्हाणांसमोर काँग्रेस कार्यकर्त्यांची हाणामारी,2
राणेंचा पलटवार पराभव राष्ट्रवादीमुळेच ,2
राणेंचा पलटवार पराभव राष्ट्रवादीमुळे झाला आहे,2
राणेंचा उलटा विजय राष्ट्रवादीमुळेच,2
जितेंद्र आव्हाडांनी घेतली अरूण परेरांची भेट,2
जितेंद्र आवाडा आणि अरुण परेराचा सामना,2
एरॉन परेरासोबत जितेंद्र आवाडा,2
नेमाडे म्हणतात बारावीनंतर मुलगा मुर्ख बनतो,2
"नेमाडे म्हणतात की, बारावीनंतर मुलगा विद्वान बनतो",2
नेमाडे म्हणतात की बारावीनंतर मुलगा मूर्ख बनतो,2
IPL स्पॉट फिक्सिंग प्रकरणात सुप्रीम कोर्टाचा श्रीनिवासन यांना दणका,1
IPL स्पॉट फिक्सिंग प्रकरणी सुप्रीम कोर्टाने श्रीनिवासन यांना फटकारले,1
IPL स्पॉट फिक्सिंग प्रकरणी सुप्रीमो कोर्टाने श्रीनिवासन यांना फटकारले,1
मिलिंदअंकिताचे हे फोटो सोशल मीडियावर होतायेत व्हायरल,0
मिलिंद अंकिताचे हे फोटो स्लेडिंग सोशल मीडियावर व्हायरल होत आहेत,0
मिलिंद अंकिताचे सेसचे फोटो सोशल मीडियावर व्हायरल होत आहेत,0
VIDEO  शेतकऱ्यांचा संताप मोदींनंतर आता फडणवीसांना 310 रुपयांची मनीऑर्डर,2
VIDEO शेतकऱ्यांचा संताप मोदींनंतर आता फडणवीसांना roentgen 310 ची मनीऑर्डर,2
"VIDEO शेतकऱ्यांचा संताप नंतर मोदी, आता फडणवीसांना 310 रुपयांची मनीऑर्डर",2
आज आरक्षणाच्या चर्चेसाठी मुख्यमंत्र्यांनी बोलावली सर्वपक्षीय गटनेत्यांची बैठक,2
आरक्षणावर चर्चा करण्यासाठी आज सर्वपक्षीय गटनेत्यांची बैठक गफरमंत्र्यांनी बोलावली आहे,2
आरक्षणावर चर्चा करण्यासाठी मुख्यमंत्र्यांनी आज सर्वपक्षीय गटनेत्यांची बैठक बोलावली आहे,2
दीपिका पदुकोण आणि रणबीर पुन्हा एकदा येतायत जवळ,0
दीपिका पदुकोण आणि रणबीर पुन्हा एकदा जवळ आले आहेत,0
दीपिका पदुकोण आणि रणबीर पुन्हा एकदा जवळ आले आहेत,0
प्रेयसीच्या जाचाला कंटाळून तरुणाची आत्महत्या,2
मैत्रिणीच्या छळाला कंटाळून तरुणाने आत्महत्या केली,2
मैत्रिणीच्या छळाला कंटाळून तरुणाने आत्महत्या केली,2
नवनीत कौर यांचं जात प्रमाणपत्र रद्द,2
नवनीत कौर यांचे जात प्रमाणपत्र बंद,2
नवनीत कौर यांचे जात प्रमाणपत्र रद्द,2
कृपाशंकर सिंह यांच्या विरोधात गुन्हा दाखल,2
A case has been record against Kripa Shankar Singh,2
कृपा शंकर सिंह यांच्या विरोधात गुन्हा दाखल करण्यात आला आहे,2
पालघर पोटनिवडणुकीत शिवसेनेच्या अमित घोडांचा दणदणीत विजय,2
Shiv Sena's Amit Ghoda's noise victory in Palghar by-election,2
Shiv Sena's Amit Ghoda's resounding victorious in Palghar by-election,2
पाकनं कुलभूषण जाधवांची हत्याही केली असू शकते  उज्ज्वल निकम,2
पाक मे आता डोवन कुलभूषण जाधव उज्ज्वल निकम,2
