headline,label
ತವರಿನಲ್ಲಿ ಔಟ್ರಾಹುಲ್ಗೆ ಕಾರ್ತಿಕ್ ಆಸೀಸ್ ಅವಕಾಶ ಭಾರತ ವಿರುದ್ಧ ಪ್ರಕಟ ತಂಡ ಸರಣಿ,1
ಭವಿಷ್ಯ ಮಾತು ಇರುತ್ತಾ ಪ್ರಾಣಿಗಳಿಗೆ ಬಾರದ ಮೊದಲ ವಿಶೇಷ ನಿಜವಾಯಿತು ಹೇಳಿದ ಬೆಕ್ಕು ಶಕ್ತಿ,1
ಟೆಸ್ಟ್ ಸರಣಿ ಆರಂಭಕ್ಕೂ ಮುನ್ನ ಭಾರತಕ್ಕೆ ಬಿಗ್ ಶಾಕ್ ಪೃಥ್ವಿ ಶಾ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲು,1
VIDEO ಸ್ಮಾರ್ಟ್ಫೋನ್ಗಳಿಗೆ ಹೇಳಿ ಗುಡ್ ಬೈ ಬಂದಿದೆ ಕಣ್ಣ ಮುಂದೆ ಸಂಪೂರ್ಣ ಮಾಹಿತಿ ನೀಡುವ ಸ್ಮಾರ್ಟ್ ಗ್ಲಾಸ್,2
ಸುತ್ತಿನಲ್ಲಿ ಕಂಡು ಫಿಫಾ ಮೊದಲ ಆಕ್ರಂದನ 2018 ವಿಶ್ವಕಪ್ ಅಭಿಮಾನಿಗಳ ಬಂದ,1
ಮಗಳ ಮೊದಲ ವರ್ಷದ ಹುಟ್ಟುಹಬ್ಬಕ್ಕೆ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದ ಮೂಲಕ ಆಹ್ವಾನ ನೀಡಿದ ನಟಿ,0
ತಂಡಕ್ಕೆ ಭಾರತ ಮಹಿಳಾ ಕೋಚ್ ಕ್ರಿಕೆಟ್ ಪವಾರ್ ಆಗಿ ಹಂಗಾಮಿ ರಮೇಶ್ ಆಯ್ಕೆ,1
ಇಂಗ್ಲೆಂಡ್ ದಾಖಲಿಸಿತು ವಿಶ್ವ ದಾಖಲೆಯ ಮೊತ್ತ ಈ ಮೂರು ತಂಡಕ್ಕಿದೆ 500ರನ್ ದಾಖಲಿಸುವ ತಾಕತ್ತು,1
ಬೆಲ್ಗ್ರೇಡ್ ಇಂಟರ್ನ್ಯಾಷನಲ್ ಬಾಕ್ಸಿಂಗ್ ಭಾರತೀಯ ಬಾಕ್ಸರ್ಸ್ಗೆ 3 ಚಿನ್ನ,1
ಫೇಸ್ಬುಕ್ ವಾಟ್ಸ್ಆ್ಯಪ್ ಇನ್ಸ್ಟಾಗ್ರಾಂ ವಿಲೀನ ಖಾಸಗಿ ಸಂವಹನಕ್ಕೆ ಒತ್ತು ನೀಡಲು ಮಾರ್ಕ್ ಜುಕರ್‌ಬರ್ಗ್ ನಿರ್ಧಾರ,2
ಕಾಯಿಲೆಗೆ ತುತ್ತಾದ ಹೃದಯ ಕೆ ಸಂಬಂಧಿ ದಾಖಲು ನಿರ್ಮಾಪಕ ಆಸ್ಪತ್ರೆಗೆ ಮಂಜು,0
ಮಾ29ರಂದು ಕನ್ನಡದಲ್ಲಿ ‘ಗಂಧದ ಕುಡಿ’ ಹಿಂದಿಯಲ್ಲಿ ‘ಚಂದನ್ ವನ್’ ತೆರೆಗೆ,0
ಪಡೆಯುವ ಗೊತ್ತಾ ರಶ್ಮಿಕಾಗೆ ಬೆಡಗಿ ಕಿರಿಕ್ ಸಂಭಾವನೆ ಹೆಚ್ಚಿದ ಬೇಡಿಕೆ ನಿಮಿಷಕ್ಕೆ ಎಷ್ಟು,0
ಇರ್ಫಾನ್ ನಟ ಈ ಭಾರತಕ್ಕೆ ಕೊನೆಗೆ ಖಾನ್ ವರ್ಷದ ಮರಳಲಿದ್ದಾರೆ,0
ಹಬ್ಬದ ಶಾಸ್ತ್ರ ವರ್ಷದ ಯುಗಾದಿ ದಿನವಾದ ಹೊಸ ಬಗೆಗಿನ ವಿಶೇಷ ಮಾಹಿತಿ ಪ್ರಾರಂಭದ,0
ಪದ್ಮಾವತ್ ಸಿನಿಮಾದ ಯಶಸ್ಸಿನ ಖುಷಿಯಲ್ಲಿ ದೀಪಿಕಾ ಸಾರ್ವಜನಿಕರೊಂದಿಗೆ ಸೆಲ್ಫಿ,0
ಕೆರಿಯರ್ ಧೋನಿ ವಿಶ್ವಕಪ್ಗೂ ಮುನ್ನವೇ ಕ್ರಿಕೆಟ್ ನೈಜ ಅಂತ್ಯವಾಗುತ್ತಾ ಆಟ ಮರೆಯಾದ,1
ಸಲ್ಮಾನ್ ಖಾನ್ ಜತೆ ತೆರೆ ಹಂಚಿಕೊಳ್ಳಲಿರುವ ಕಿಚ್ಚ ಸುದೀಪ್,0
ನಟಿ ಹರಿಪ್ರಿಯ ಸೆಲ್ಫಿಗಾಗಿ ಮುಗಿಬಿದ್ದ ಅಭಿಮಾನಿಗಳು,0
ಪ್ರತೀಕಾರದ ಸ್ಟ್ರೈಕ್ ಕಥೆ ಬರಲಿದೆ ಖ್ಯಾತ ಕೈಯಲ್ಲಿ 20’ ನಿರ್ದೇಶಕನ ಬಾಲಿವುಡ್ ‘ಸರ್ಜಿಕಲ್ ತೆರೆಮೇಲೆ,0
ಮುದ್ದಾದ ಮಗುವಾದ ನಂತರವೂ ರಾಧಿಕಾ ಗರ್ಭಿಣಿಯಾಗಿದ್ದ ದಿನಗಳನ್ನು ಮಿಸ್ ಮಾಡಿಕೊಳ್ಳುತ್ತಿರುವುದೇಕೆ,0
ಸರ್ಜಾಶ್ರುತಿ ಕೆಲವೇ ತಿಕ್ಕಾಟ ಕ್ಷಣಗಳಲ್ಲಿ ಮುಂದುವರಿದ ಮಾನನಷ್ಟ (LIVE) ಅರ್ಜುನ್ ಆದೇಶ #MeToo ಮೊಕದ್ದಮೆ ಮಧ್ಯಂತರ,0
ಹಿರಿಯ ನಟಿ ಜಯಂತಿ ಅಸ್ವಸ್ಥ ವಿಕ್ರಂ ಆಸ್ಪತ್ರೆಯ ಐಸಿಯುನಲ್ಲಿ ಚಿಕಿತ್ಸೆ,0
 ಕೊಡಗಿನ ಚೆಲುವೆ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣರ ಪ್ರಾಣಿ ಪ್ರೀತಿ,0
ಎಸೆತ ವಿಚಾರಣೆ ಚೆನ್ನೈಕೋಲ್ಕತ್ತಾ ಮೂವರ ಶೂ ವೇಳೆ ಮೈದಾನಕ್ಕೆ ಪಂದ್ಯದ,1
ವಿಶ್ವಕಪ್ ಕ್ವಾರ್ಟರ್ಫೈನಲ್ಗೆ ಎಎಫ್ಸಿ ಅಂಡರ್16 ಇನ್ನೊಂದೇ ಮೆಟ್ಟಿಲು ಎಂಟ್ರಿಗೆ ಭಾರತ,1
ಆಫ್ಘನ್ ವಿರುದ್ಧದ ಟೆಸ್ಟ್ ಯೋ ಅವಕಾಶ ನಲ್ಲಿ ಶಮಿ ಯೋ ಸೈನಿಗೆ ಫೇಲ್ ಟೆಸ್ಟ್ಗೆ,1
  ಸ್ಟೈಲಿಸ್ಟ್ ರಣವೀರ್ ಮತ್ತು ಫಂಕಿ ಸನ್ ಗ್ಲಾಸ್,0
25 ಕಥೆ ರಿಜೆಕ್ಟ್ ಮಾಡಿದ ನಟ ಶ್ರೀಮುರಳಿಗೆ ಈಗ ತಲೆಬಿಸಿ,0
ಏರ್ಟೆಲ್ನಿಂದ ಭರ್ಜರಿ ಆಫರ್ 30 ಜಿಬಿ ಉಚಿತ ಡಾಟಾ,2
ಗಣಪನ ಮುಂದೆ ಮಕ್ಕಳಂತೆ ಕುಣಿದ ಪುನೀತ್ರಾಘಣ್ಣ ವಿಡಿಯೋ ವೈರಲ್,0
ಮೂಕವಿಸ್ಮಿತವಾಗಿಸಿದ 2018ರಲ್ಲಿ 5 (VIDEO) ಹೊಡೆತಗಳು ಪ್ರೇಕ್ಷಕರನ್ನು IPL ಅದ್ಭುತ,1
ಧೋನಿ ಕೈ ಹಿಡಿದು ಸಾಗುತ್ತಿದೆ ಅದೃಷ್ಟ ಇಲ್ಲಿದೆ ಬಹುದೊಡ್ಡ ಸಾಕ್ಷಿ,1
ಪುಟ್ಟ ಅಭಿಮಾನಿಯೊಂದಿಗೆ ತುಂಟಾಟ ಆಡಿರುವ ಧೋನಿ ವಿಡಿಯೋ ವೈರಲ್,1
ವಾಟ್ಸಾಪ್ ಟ್ರಿಕ್ ಆಲಿಸುವುದು ಇಲ್ಲಿದೆ ಇಯರ್ಫೋನ್ ಆಡಿಯೋ ಸಂದೇಶ ಬಳಸದೆ ಹೇಗೆ,2
ರೊಮ್ಯಾಂಟಿಕ್ ಮತ್ತೆ ವೈರಲ್ ಫೋಟೋಗಳು ದೀಪ್ವೀರ್ ಆಗುತ್ತಿವೆ,0
ಬೆಂಟ್ಲೆ PHOTO ಕಂಪೆನಿಯ ಗೊತ್ತಾ ಕಾರು ಬೆಂಟೈಗಾ ಹೇಗಿದೆ,2
ಛತ್ತೀಸ್ಗಢ ವಿರುದ್ಧವೂ ಜಯ ಕರ್ನಾಟಕಕ್ಕೆ ಸತತ 5ನೇ ಗೆಲುವು,1
ಆಂಗ್ಲರನ್ನು ಬಗ್ಗುಬಡಿದ ಭಾರತ 3ನೇ ಟೆಸ್ಟ್ ಗೆದ್ದು ಸರಣಿ ಜೀವಂತ ಉಳಿಸಿದ ಕೊಹ್ಲಿ ಪಡೆ,1
ವಾಣಿ ಬೇಫಿಕ್ರೆ ಬಿಂದಾಸ್ ಶೂಟ್ ಅವರ ನಟಿ ಫೋಟೋ ಕಪೂರ್ Photos,0
ಇಂದು ಐರ್ಲೆಂಡ್ಭಾರತ ಎರಡನೇ ಟಿ20 ಕದನ ಸರಣಿ ಗೆಲ್ಲುವ ವಿಶ್ವಾಸದಲ್ಲಿ ಕೊಹ್ಲಿ ಪಡೆ,1
ಹೋರಾಟಗಾರರ ಗೋವಿಂದ್ ಪರ ಕನ್ನಡ ಸಾರಾ ನಾನು ಸದಾ,0
ಸ್ಟೈಲಿಶ್ ಸುದ್ದಿ ಕೈ ಜೊತೆ ವರ್ಷಕ್ಕೆ ಸ್ಟಾರ್ ಅಲ್ಲು ನಿರ್ದೇಶಕ ಹೊಸ ಜೋಡಿಸಿದ ಸಿಹಿ ತ್ರಿವಿಕ್ರಂ ಅರ್ಜುನ್,0
ರಾಜ್ಯದಲ್ಲಿ ಕಾಲಾ ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ರಜನಿ ಅಭಿಮಾನಿಗಳಿಂದ ಮನವಿ,0
ಜಿಯೋ ಹೊಸ ಪ್ಲಾನ್ ಅನಿಯಮಿತ ಕರೆಯೊಂದಿಗೆ 750GB ಡೇಟಾ ಉಚಿತ,2
ಅಭಿಮಾನಿಯ ಮದುವೆಗೆ ಹೋಗಿ ಶಾಕ್ ನೀಡಿದ ಗೋಲ್ಡನ್ ಸ್ಟಾರ್,0
ಕಿವೀಸ್ ನಾಡಲ್ಲಿ ಮಿಂಚಿದ ಕೃಷ್ಣಪ್ಪ ಗೌತಮ್ ಡ್ರಾಗೆ ತೃಪ್ತಿಪಟ್ಟ ಭಾರತನ್ಯೂಜಿಲೆಂಡ್ ಎ ತಂಡಗಳು,1
‘ಚತುರ’ ಪೂಜಾ ಸಿನಿಮಾದಲ್ಲಿ ಲೋಕೇಶ್,0
ಧೋನಿ2 ಬಾಕ್ಸಾಫೀಸ್ನಲ್ಲಿ ಧೂಳೆಬ್ಬಿಸಿದ್ದ ಮಹಿಯ ಲೈಫ್ ಹಿಸ್ಟರಿಗೆ ಈಗ ಹೊಸ ಸೀಕ್ವೆಲ್,0
ಮೊಬೈಲ್ ಫ್ರಾನ್ಸ್ ಬಳಕೆ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ನಿಷೇಧ,2
ಹೊಸ ವರ್ಷಕ್ಕೆ ಅಭಿಮಾನಿಗಳಿಗೆ ದಾಸನ ಬಂಪರ್ ಕೊಡುಗೆ ಜನವರಿಗೆ ದರ್ಶನ ನೀಡಲಿದ್ದಾನೆ ಯಜಮಾನ,0
ಅಲಿಯಾ ಭಟ್ ಅಭಿನಯದ ರಾಝಿ ಸಿನಿಮಾ ಐದು ದಿನಗಳಲ್ಲಿ ಗಳಿಸಿದ್ದೆಷ್ಟು ಗೊತ್ತಾ,0
ಟೆಸ್ಟ್ ಪಂದ್ಯದ ಭಾರತಇಂಗ್ಲೆಂಡ್ ನಡುವಣ ಕೆಲ ಚಿತ್ರಪಟಗಳು 2ನೇ,1
ವಿಂಡೀಸ್ ವಿರುದ್ಧ ಮುಂದಿನ 3 ಪಂದ್ಯಕ್ಕೆ ಭಾರತ ತಂಡ ಪ್ರಕಟ ಇಬ್ಬರು ಸ್ಟಾರ್ ಆಟಗಾರರು ಕಮ್ಬ್ಯಾಕ್,1
ಹೆಚ್ಚಾಗುತ್ತಿದೆ ಆನ್ಲೈನ್ ವಂಚನೆ 10 ದಿನಗಳಲ್ಲಿ 100ಕ್ಕೂ ಹೆಚ್ಚು ಪ್ರಕರಣ ದಾಖಲು,2
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018 ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ಗೇರಲು ಸ್ಪೇನ್ರಷ್ಯಾ ನಡುವೆ ಸೆಣೆಸಾಟ,1
ನನ್ನಣ್ಣ ದೊಡ್ಡ ರೋಲ್ ಮಾಡೆಲ್ ಆರೆಸ್ಸೆಸ್ ಟೀಕೆಗೆ ಪ್ರಿಯಾ ದತ್ ಉತ್ತರ,0
ಸೆಂಚುರಿಯನ್ ಟೆಸ್ಟ್ನಲ್ಲಿ ಭಾರತಕ್ಕೆ 135 ರನ್ಗಳ ಸೋಲು ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ ವಿರುದ್ಧ ಟೆಸ್ಟ್ ಸರಣಿ ಸೋಲು,1
ಸ್ಪಿನ್ ರೋಹಿತ್ ಸರಣಿ ಸಮಬಲ ಮಾಡಿಕೊಂಡ ಮೋಡಿ ಅಬ್ಬರ ಕ್ರುನಾಲ್ ಭಾರತ,1
ಮಾಡಿದ್ದೇನು ಫಿಟ್ನೆಸ್ ಸಲ್ಮಾನ್ Video ಸ್ವೀಕರಿಸಿದ ಸವಾಲು,0
ನೀಡಿ ಸಾವಿರ ನಿಮ್ಮದಾಗಿಸಿಕೊಳ್ಳಬಹುದು ಈ 50 ಕೇವಲ ಕಾರಗಳನ್ನು,2
ನವಾಜುದ್ದೀನ್ ಸೇಕ್ರೆಡ್ ನಿರಾಳ ಗೇಮ್ಸ್ ವಿವಾದ ಸಿದ್ದಿಖಿ,0
ಬೆಂಬಲಕ್ಕೆ ಯುವತಿಯ ಆರೋಪ ನಿಂತ #MeToo ಹರಿಹರನ್ ಸ್ಯಾಂಡಲ್ವುಡ್ನಲ್ಲಿ ಶ್ರುತಿ ಮತ್ತೊಂದು,0
ಆರ್ಸಿಬಿಯ ನೂತನ ತಂಡದ ಪಟ್ಟಿ ಉಳಿಸಿಕೊಂಡವರು + ಖರೀದಿಸಿದವರು,1
ವಿಲನ್ ಏಕ್ ಸೆಟ್ಟೇರಲಿದೆಯಾ ಬಾಲಿವುಡ್ನಲ್ಲಿ ಸೀಕ್ವಲ್,0
ಖತರ್ನಾಕ್ ಧನಂಜಯ್ ಸೂರಿ ಡಾಲಿ ಖಳನಾಗಿ ಯಜಮಾನ ಮಿಠಾಯಿ,0
Video ವೈರಲ್ ಆಯಿತು ದಂಗಲ್ ಹುಡುಗಿಯರ ಈ ಡಾನ್ಸ್ ವಿಡಿಯೋ,0
ವಿಷ್ಣುವರ್ಧನ್ ಭಾರತಿ ಭೇಟಿ ಸ್ಮಾರಕ ವಿಷ್ಣು ಮುಖ್ಯಮಂತ್ರಿಗಳನ್ನು ಮಾಡಿದ ನಿರ್ಮಾಣ,0
ಟೂರ್ನಿಗೆ ಕಪ್ ಆತಿಥ್ಯ 2020ರ ಏಷ್ಯಾ ಪಾಕಿಸ್ತಾನ,1
ಬೀದಿ ಬದಿಯ ವ್ಯಕ್ತಿಯಂತೆ ವರ್ತಿಸಬೇಡಿ ಅನುಷ್ಕಾ ಶರ್ಮಾಗೆ ಎದುರೇಟು ಕೊಟ್ಟ ಮುಂಬೈ ಯುವಕ,0
ಬ್ಯಾಂಕ್ ಗ್ರಾಹಕರ ಗಮನಕ್ಕೆ ಡಿ 31ರ ನಂತರ ಬಂದ್ ಆಗಲಿದೆ ನಿಮ್ಮ ಹಳೆಯ ಎಟಿಎಂ ಕಾರ್ಡ್,2
ತಾಯಿಯಂತೆ ಮಗಳು ‘ದಡಕ್’ ಸಿನಿಮಾ ಚಿತ್ರೀಕರಣಕ್ಕೆ ಹಾಜರಾದ ಜಾನ್ಹವಿ ಕಪೂರ್,0
ಹೇಗಿತ್ತು ಪಾರ್ಟಿಯಲ್ಲಿ ಸಂಭ್ರಮ ಕೆಜಿಎಫ್ ಗೊತ್ತಾ ಸಕ್ಸಸ್ ಚಿತ್ರತಂಡದ,0
ಕುತೂಹಲದತ್ತ ಭಾರತಆಸ್ಟ್ರೇಲಿಯಾ ಎ ತಂಡಗಳ ಟೆಸ್ಟ್ ಭಾರತ ಗೆಲುವಿಗೆ ಬೇಕು 199 ರನ್,1
ಫಾರ್ಮ್ನಲ್ಲಿದ್ದರು ಸಿಕ್ಕಿದ್ದೇಗೆ ಅವಕಾಶ ಕಳಪೆ ಟೆಸ್ಟ್ ಭಾರತಇಂಗ್ಲೆಂಡ್ ರಾಹುಲ್ಗೆ ಕನ್ನಡಿಗ,1
ದಕ್ಷಿಣ ಅಫ್ರಿಕಾ ವಿರುದ್ಧದ ಮೊದಲ ಟೆಸ್ಟ್ನಲ್ಲಿ ಭಾರತಕ್ಕೆ 72 ರನ್ ಸೋಲು,1
ಟೀಂ ಇಂಡಿಯಾಗೆ ಐತಿಹಾಸಿಕ ಸರಣಿ ಗೆಲುವು ಆಸ್ಟ್ರೇಲಿಯಾ ವಿರುದ್ಧ ಗವಾಸ್ಕರ್ ಫುಲ್ ಗರಂ,1
ನಡಾಲ್ ಫ್ರೆಂಚ್ ರಾಫೆಲ್ ಚಾಂಪಿಯನ್ ಓಪನ್,1
ಚಿನ್ನಸ್ವಾಮಿಯಲ್ಲಿ ಆರ್ಸಿಬಿ ದಿಗ್ವಿಜಯ ಪ್ಲೇ ಆಫ್ ರೇಸ್ನಲ್ಲಿ ಕೊಹ್ಲಿ ಪಡೆ,1
ಸಿನಿಮಾ ಬಿಡುಗಡೆಯಾಗುವ ಮೊದಲೇ ಬಿಡುಗಡೆಯಾಯಿತು ಈ ಕನ್ನಡ ಸಿನಿಮಾದ ಮೇಕಿಂಗ್ ತುಣುಕು,0
ಶಾಹೀದ್ ಅಫ್ರಿದಿ ನಾಯಕತ್ವದಲ್ಲಿ ಆಡಲಿದ್ದಾರೆ ಟೀಂ ಇಂಡಿಯಾದ ಇಬ್ಬರು ಆಟಗಾರರು,1
ಯಾರ್ರೀ ಅದು ಪೈಲ್ವಾನ್ ಫೋಟೋ ನಕಲಿ ಎಂದಿದ್ದು ಸಾಕ್ಷಿ ಸಮೇತ ಹಾಜರಾದ್ರು ಅಭಿಮಾನಿಗಳು,0
ಸನ್ರೈಸರ್ಸ್ ರೋಚಕ ವಿಕೆಟ್ಗಳ ಡೆಲ್ಲಿ ಹೈದರಾಬಾದ್ ಭರ್ಜರಿ ಹೈದರಾಬಾದ್ಗೆ ಡೆವಿಲ್ಸ್ 2018 ಜಯ ಪಂದ್ಯದಲ್ಲಿ ಡೇರ್ 7 (LIVE) ಐಪಿಎಲ್,1
ಮುಂದಾಗಿರುವ ಸಹವಾಸಕ್ಕೆ ನಟಿ ಮುಕ್ತಿ ಪ್ಲಾಸ್ಟಿಕ್ ಹಾಡಲು ಶಾನ್ವಿ ಶ್ರೀವಾಸ್ತವ್,0
ಮತ್ತೆ ಅಬ್ಬರಿಸಿದ ಪಾಂಡೆ ಬಳಗ ಸೋಲಿಲ್ಲದ ಸರದಾರನಾಗಿ ಮೆರೆಯುತ್ತಿರುವ ಕರ್ನಾಟಕ,1
ತಾರೆಯರು ಸೀಮಂತ ಪಂಡಿತ್ ಸಾಕ್ಷಿಯಾದ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ರಾಧಿಕಾ ನಟಿ,0
ಟಿ20 ಮಿಷಿನ್ ದಾಖಲೆ ಬರೆದ ಕ್ರಿಕೆಟ್ನಲ್ಲಿ ನೂತನ ಕೊಹ್ಲಿ ರನ್,1
ದೀಪಿಕಾ ಪಡುಕೋಣೆ ಶಿರಚ್ಛೇದನಕ್ಕೆ 10 ಕೋಟಿ ಬಿಜೆಪಿ ನಾಯಕ ಪೊಲೀಸರ ವಶಕ್ಕೆ,0
ಅಂತ್ಯ 11ರ 2018 ಪಂದ್ಯ ವಿಶ್ವಕಪ್ ಡ್ರಾದೊಂದಿಗೆ ಡೆನ್ಮಾರ್ಕ್ಆಸ್ಟ್ರೇಲಿಯಾ ಫಿಫಾ,1
ಪಾಂಡೆ ಸ್ಪೋಟಕ ಆಟಕ್ಕೆ ಬೆಚ್ಚಿಬಿದ್ದ ಎದುರಾಳಿ ಕರ್ನಾಟಕ ಈಗ ಟಾಪರ್,1
ಆಲ್ರೌಂಡ್ ಕ್ರಿಕೆಟ್ ಅರ್ಜುನ್ ಮೂಲಕ ಆಟದ ಮಾಡಿದ ಹುಬ್ಬೇರಿಸುವಂತೆ ತೆಂಡೂಲ್ಕರ್ ಅಭಿಮಾನಿಗಳು,1
ದೀಪಿಕಾ ಮದುವೆಗೆ ಉಟ್ಟಿದ್ದ ಈ ಅಪ್ಪಟ ಕಂಚಿ ಸೀರೆ ಬೆಂಗಳೂರಿನ ಯಾವ ಅಂಗಡಿಯದು ಗೊತ್ತಾ,0
ಪಲ್ಲಂಗಕ್ಕೆ ಪಾತ್ರ ಬಾಲಿವುಡ್ ಪೂಣಚ್ಚಗೆ ನೀಡಿ ಕರೆದ ಮಂದಿ ಹರ್ಷಿಕಾ,0
ನಾಲ್ಕು ಪ್ರೇಕ್ಷಕರಿಗಾಗಿ ಮೊದಲ ವಿಶೇಷ ಮಂದಿ ಪ್ರದರ್ಶನ ಬಾರಿಗೆ ಕೇವಲ ‘ಪದ್ಮಾವತ್’,0
ಸ್ಪೀಡ್ ಹೇಗಿದೆ ಇಂಟರ್ನೆಟ್ ನಿಲ್ದಾಣದಲ್ಲಿದೆ ವಿಮಾನ ನೆಟ್ವರ್ಕ್ ಈ 5G ಗೊತ್ತಾ,2
’ಸ್ಟೂಡೆಂಟ್ ಆಫ್ ದ ಇಯರ್ 2’ ಸಿನಿಮಾದ ಎರಡನೇ ನಾಯಕಿ ಹೆಸರು ಪ್ರಕಟ,0
ಸೆಲೆಬ್ರಿಟಿ ಮಗು ಮುದ್ದಾದ ಸ್ಟಾರ್ ಚಿತ್ರಗಳು ದಂಪತಿ ಅವರ ತೈಮೂರ್ನ ಸೈಫ್ಬೇಬೊ,0
ಏಷ್ಯನ್ ಗೇಮ್ಸ್ 2018 ದಾಖಲೆ ಮುರಿದ ಹಿಮಾ ದಾಸ್ ಈಕ್ವೆಸ್ಟ್ರಿಯನ್ನಲ್ಲಿ 2 ಬೆಳ್ಳಿ,1
ಟೀಂ ಇಂಡಿಯಾ ಐತಿಹಾಸಿಕ ಜಯಕ್ಕೆ ಕಾರಣವಾಗಿದ್ದು ಈ 5 ಅಂಶಗಳು,1
ದೇವಧರ್ ಟ್ರೋಫಿ ಇಂಡಿಯಾಎ ತಂಡಕ್ಕೆ ರವಿಚಂದ್ರನ್ ಅಶ್ವಿನ್ ಸಾರಥ್ಯ,1
ಮನೆ ಚಾಯ್ವಾಲಾ ಚಿತ್ತಾರ ನೀಲಿಬಿಳಿ ತುಂಬಾ ಅಭಿಮಾನಿ ಕೋಲ್ಕತ್ತಾದ ಬಣ್ಣಗಳ ಮೆಸ್ಸಿ,1
ಕಬಡ್ಡಿ ಮಾಸ್ಟರ್ಸ್ 2018 ಸೌತ್ ಕೊರಿಯಾ ಮಣಿಸಿ ಫೈನಲ್ಗೆ ಲಗ್ಗೆ ಇಟ್ಟ ಭಾರತ,1
ಕೇವಲ 22 ತಿಂಗಳಲ್ಲಿ ಜಿಯೋ ಸಂಪಾದಿಸಿ ಗ್ರಾಹಕರ ಸಂಖ್ಯೆ ಎಷ್ಟು,2
ಬರಲಿದೆ ಹೊಸ ಎಲೆಕ್ಟ್ರಿಕ್ ಬಸ್ ಪೆಟ್ರೋಲ್ಡೀಸೆಲ್ ದರ ಹೆಚ್ಚಳಕ್ಕೆ ಕೇಂದ್ರದ ಮಾಸ್ಟರ್ ಪ್ಲಾನ್,2
ಕಿಚ್ಚ ಕಿಚ್ಚು ಹಚ್ಚೋಕೆ ಜೊತೆಯಾಗಲಿದ್ದಾರೆ ಅಂಬಿಗೆ ಮೇಲೆ ಸುದೀಪ್ ತೆರೆ,0
ಜಿಯೋ ಗಿಗಾಫೈಬರ್ ರಿಜಿಸ್ಟ್ರೇಷನ್ ಮಾಡಿಕೊಳ್ಳುವುದು ಹೇಗೆ,2
ಫಿಫಾ ವೀಕ್ಷಣೆ ಅತಿ 2018 ದಾಖಲೆ ಬರೆದ ಭಾರತದಲ್ಲಿ ಹೆಚ್ಚು ವಿಶ್ವಕಪ್,1
ಏಷ್ಯನ್ ಗೇಮ್ಸ್ 2018 ಸ್ಕ್ವಾಶ್ನಲ್ಲಿ ಫೈನಲ್ಗೆ ಲಗ್ಗೆ ಇಟ್ಟ ಭಾರತ ಬಾಕ್ಸಿಂಗ್ನಲ್ಲಿ ಕಂಚು,1
ಸೆಮಿಫೈನಲ್’ಗೇರಲು ವಿರುದ್ಧ ಫಿಫಾ ಕಾದಾಟ ರಷ್ಯಾ 2018 ಕ್ರೋವೇಶಿಯಾ ವಿಶ್ವಕಪ್ ಅತಿಥೇಯ,1
ಮುಂಬೈವಿಮಾನ ನಿಲ್ದಾಣದಲ್ಲಿ ಕ್ಯಾಮರಾ ಕಣ್ಣಿಗೆ ಸೆರೆಸಿಕ್ಕ ವಿರುಷ್ಕಾ ದಂಪತಿ,0
ಹಾಜರಾಗಲು ನೋಟಿಸ್ ಬೌಲಿಂಗ್ ಪರೀಕ್ಷೆಗೆ ಶೈಲಿ ರಾಯುಡುಗೆ ಅನುಮಾನಾಸ್ಪದ,1
ಆಲ್ ರೌಂಡರ್ ಹಾರ್ದಿಕ್ ಪಾಂಡ್ಯಾ ಟೀಮ್ ಇಂಡಿಯಾದ ಆಸ್ತಿ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾದ ಮಾಜಿ ಕ್ರಿಕೆಟಿಗ ಕ್ಲುಸ್ನರ್ ಪ್ರಶಂಸೆ,1
ಮುಖ್ಯಾಂಶಗಳು,1
ಹುಟ್ಟುಹಬ್ಬ ತೆಲುಗಿನ ಕನ್ನಡದ ಪವರ್ಸ್ಟಾರ್ ನಾಳೆ ಕಿಚ್ಚ ಹಾಗೂ,0
ಸಿನಿಮಾ ಎನ್ಟಿಆರ್ ನಿರ್ದೇಶಕ ಅಸಲಿ ನಿಂತು ಕಾರಣ ಸಿನಿಮಾದಿಂದ ಹೊರ ನಡೆಯೋಕೆ ಹೋಯಿತಾ ತೇಜ ಏನು,0
ಕನ್ನಡ ಚಲನಚಿತ್ರ ಕಪ್‍ ಕಿಚ್ಚ ಸುದೀಪ್ ತಂಡವನ್ನು ಮಣಿಸಿದ ಗೋಲ್ಡನ್ ಸ್ಟಾರ್ ಗಣೇಶ್ ಟೀಂ,1
ಸನತ್ ಜಯಸೂರ್ಯಗೆ ಐಸಿಸಿ ನೋಟಿಸ್ ಉತ್ತರಿಸಲು 14 ದಿನಗಳ ಕಾಲವಕಾಶ,1
