text,label
मुंबई के जसलोक अस्पताल में इलाज करा रही युवती ने पुलिस को जो बयान दिया है वो इस प्रकार है मैं और मेर,1
मुंबई के जसलोक अस्पताल में इलाज करा रही लड़की ने पुलिस को जो बयान दिया है वह इस प्रकार है,1
मुंबई के जसलोक अस्पताल में इलाज करा रही लड़की ने पुलिस को जो बयान दिया है वह इस प्रकार है,1
17 साल की कल्याणी तेलंगाना की विलुप्त होती जनजाति थोती से आती हैं उनकी जनजाति से किसी लड़की ने आज तक,1
17 साल की कल्याणी तेलंगाना के लुप्तप्राय कबीले थोटी से आती हैं। उनके गोत्र की किसी लड़की ने डेट नहीं किया,1
17 साल की कल्याणी तेलंगाना की लुप्तप्राय जनजाति थोटी से आती हैं। उनके गोत्र की किसी लड़की ने डेट नहीं किया,1
जमात ए इस्लामी से संबंध रखनेवाले प्रांतीय सरकार में धार्मिक मामलों के मंत्री हबीबुल रहमान ने बीबीसी ,2
जमात-ए-इस्लामी से जुड़े प्रांतीय सरकार में धार्मिक प्रेम मंत्री हबीबुल रहमान ने बीबीसी को बताया,2
जमात-ए-इस्लामी से जुड़े प्रांतीय सरकार में धार्मिक मामलों के मंत्री हबीबुल रहमान ने बीबीसी को बताया,2
इस समारोह में शिरकत कर रहे हैं राजस्थानी लोकसंगीत के कलाकार और विदेश से आए मशहूर फ़्लेमेंको संगीतज्ञ,1
इस कार्यक्रम में राजस्थानी लोक चिकित्सा के कलाकार और देश-विदेश के प्रसिद्ध फ्लेमेंको संगीतकार भाग ले रहे हैं।,1
इस कार्यक्रम में राजस्थानी लोक संगीत के कलाकार और देश-विदेश के प्रतिष्ठित फ्लेमेंको संगीतकार भाग ले रहे हैं।,1
मीडिया रिपोर्टों के मुताबिक़ इस दुर्घटना में एक मालवाहक जहाज़ और डिब्बों वाला मालवाहक जहाज़ शामिल था,2
"मध्यम रिपोर्टों के अनुसार, एक मालवाहक जहाज और एक कंटेनर जहाज दुर्घटना में शामिल थे।",2
"मीडिया रिपोर्टों के अनुसार, दुर्घटना में एक मालवाहक जहाज और एक कंटेनर जहाज शामिल थे।",2
इंटरव्यू लेने वाला अधिकारी जिस कमरे में बैठा है उसके बाहर उसके नाम की तख़्ती लगी है जिस पर बड़े अक्ष,1
"जिस कमरे में साक्षात्कार अधिकारी बैठे हैं, उसके बाहर एक बोर्ड लगा हुआ है, जिस पर उनके द्वारा मनोनीत पत्र लिखे हुए हैं।",1
"जिस कमरे में पूछताछ अधिकारी बैठे हैं, उसके बाहर विशाल अक्षरों में उनके नाम का एक बोर्ड लगा है।",1
चीन में उम्र का बहुत महत्व है अगर आप अपनी उम्र के 25वें साल तक पार्टी में किसी ऊंचे पद तक नहीं पहुंच,2
"यदि आप 25 वर्ष की आयु तक पार्टी में उच्च पद प्राप्त नहीं करते हैं, तो चीन में आयु एक समस्या है",2
"यदि आप 25 वर्ष की आयु तक भाग में उच्च पद तक नहीं पहुँचते हैं, तो चीन में आयु बहुत मायने रखती है",2
दरअसल शुक्रवार को दिल्ली पुलिस ने आईपीएल की रॉयल चैलेंजर्स बैंगलोर टीम के एक ऑस्ट्रेलियाई खिलाड़ी ल्,1
"दरअसल, शुक्रवार को दिल्ली पुलिस ने आईपीएल रॉयल चैलेंजर्स बैंगलोर टीम के एक ऑस्ट्रेलियाई खिलाड़ी को रोक लिया।",1
"दरअसल, शुक्रवार को दिल्ली पुलिस ने आईपीएल की मोनार्की चैलेंजर्स बैंगलोर टीम के एक ऑस्ट्रेलियाई खिलाड़ी को गिरफ्तार किया है।",1
उन्होंने मज़ाक करते हुए कहा “अब मैं पहले जैसे हट्टा कट्टा युवा मुस्लिम समाजवादी नहीं रहा जैसा मैं हु,2
"उन्होंने मजाक में कहा, ""मैं अब वह युवा मुस्लिम समाजवादी नहीं रहा, जो मैं हुआ करता था।",2
"उन्होंने मजाक में कहा, ""मैं अब वह युवा मुस्लिम समाजवादी नहीं रहा जो मैं हुआ करता था।",2
चुनावोपरांत जो हलचल खींचतान और दलबदल आम तौर पर त्रिशंकु विधानसभा में नज़र आता है वो मानो बीते दिनों ,1
चुनाव के बाद की खींचतान और दलबदल आमतौर पर त्रिशंकु विधानसभा में देखने को मिलता है जैसे कि रिटायरमेंट में।,1
त्रिशंकु विधानसभा में आमतौर पर चुनाव के बाद की खींचतान और ड्रापआउट देखने को मिलता है जैसे कि बीते दिनों की बात है।,1
इस खोज अभियान की अगुवाई कर रहे सेवानिवृत्त एयर चीफ मार्शल एंगस ह्यूस्टन ने कहा कि ओशियन शील्ड जलपोत ,2
तलाशी अभियान का नेतृत्व कर रहे सेवानिवृत्त एयर हेडमैन मार्शल एंगस ह्यूस्टन ने ओशन शील्ड जहाज से यह बात कही,2
तलाशी अभियान का नेतृत्व कर रहे सेवानिवृत्त एयर चीफ मार्शल एंगस ह्यूस्टन ने ओशन शील्डिंग जहाज से यह बात कही,2
रहमान ने इस खुशी को सबके साथ साझा करने के लिए अपने फेसबुक पर लिखा है एक करोड़ धन्यवादवहीं पूरी दुनिय,0
"रहमान ने अपने फेसबुक पर इस खुशी को सबके साथ साझा करने के लिए लाखों शुक्रिया लिखा है, जबकि बेफिक्र दुनिया",0
इस खुशी को पूरी दुनिया के साथ साझा करने के लिए रहमान ने अपने फेसबुक पर मिलियन थैंक्यू लिखा है,0
"रेखा ने बताया कि शाहरुख़ ख़ान ने उन्हे नींद से ज़बरदस्ती जगाया था रेखा ने बताया ""एक बार हम प्लेन में",0
"रेखा ने बताया कि शाहरुख खान ने उन्हें आराम से जगाने के लिए मजबूर किया था। रेखा ने कहा, 'एक बार हम प्लेन में थे।",0
"रेखा का कहना है कि शाहरुख खान ने उन्हें नींद से जगाने के लिए मजबूर किया था। रेखा कहती हैं, ''एक बार हम प्लेन में थे.",0
राजनीतिक दलों ने घटना की सीबीआई जाँच करवाने की मांग की है हालांकि सरकार की ओर से हादसे की वजह जानने ,1
"राजनीतिक दलों ने इस घटना की सीबीआई जांच की मांग की है, हालांकि सरकार को अभी भी घटना के कारण का पता लगाना है।",1
"राजनीतिक दल ने हादसे की सीबीआई जांच की मांग की है, हालांकि सरकार अभी तक घटना के कारणों का पता नहीं लगा पाई है।",1
"शाज़िया इस विवादास्पद वीडियो में कहती दिखती हैं ""मुसलमान बहुत सेक्युलर है मुसलमानों को सांप्रदायिक ह",1
"शाज़िया इस विवादित वीडियो में कह रही हैं ""मुसलमान बहुत धर्मनिरपेक्ष है, मुसलमान सांप्रदायिक हैं।""",1
"शाज़िया इस विवादित वीडियो में कहती नज़र आ रही हैं ""मुसलमान बहुत धर्मनिरपेक्ष है, इस्लाम सांप्रदायिक है।""",1
बर्लुस्कोनी को कार की ड्राइवर में बैठा दिखाया गया है और स्लोगन लिखा है फीगो के बड़े बूट में अपनी चिं,2
बर्लुस्कोनी रेलकार की ड्राइवर सीट पर बैठने का रिकॉर्ड है और फिगो के बड़े बूट में स्लोगन लिखा हुआ है।,2
बर्लुस्कोनी को कार के ड्राइवर की सीट पर बैठे दिखाया गया है और स्लोगन को फिगो के विशाल बूट में लिखा गया है।,2
वोल्फगांग आर को अपनी बस में एक बैग मिला जिसमें तीन लाख 90 हजार यूरो यानी पौन तीन करोड़ रुपये थे लेकि,1
"वोल्फगैंग आर ने तीन लाख 90 हजार यूरो यानी सवा तीन करोड़ रुपए से भरी अपनी बस को चपेट में लिया, लेकिन",1
"वोल्फगैंग आर को अपनी बसों में एक पर्स मिला जिसमें तीन लाख 90 हजार यूरो यानी सवा तीन करोड़ रुपये थे, लेकिन",1
आर्चड्यूक जोसफ़ नाम का 76 कैरट का ये हीरा दुनिया के सबसे ख़ूबसूरत हीरों में से एक है इसे एक पर्फेक्ट,2
"यह 76 कैरेट का हीरा कुंजी आर्कड्यूक जोसेफ मानव जाति के सबसे खूबसूरत हीरों में से एक है, यह एक आदर्श है",2
"दुनिया के सबसे शानदार हीरों में से एक है आर्कड्यूक युसूफ नाम का 76 कैरेट का यह हीरा, है परफेक्ट",2
डैने वाली रेलगाड़ियां आएं और उड़कर एक से दूसरी जगह पहुंच जाएं बीच के सारे मुक़ाम बीच में ही रह जाएंक,1
"पंखों वाली गाड़ियों को आने दें और उड़ें और एक चौक से दूसरे चौक तक पहुंचें, ताकि बीच की सभी जगहें केंद्र में रहें।",1
"पंखों वाली गाड़ियों को आने दो और उड़कर एक स्थान से दूसरे स्थान पर पहुँचो, ताकि बीच के सभी स्थल बीच में रहें।",1
मुंबई में जब पिछली राष्ट्रीय कार्यकारिणी की बैठक हुई थी और नरेंद्र मोदी के कहने पर संजय जोशी को बाहर,1
जब पिछली राष्ट्रीय कार्यकारिणी मुंबई में रखी गई थी और नरेंद्र मोदी के कहने पर संजय जोशी को बाहर कर दिया गया था।,1
जब पिछली राष्ट्रीय कार्यकारिणी की बैठक मुंबई में हुई और नरेंद्र मोदी के कहने पर संजय जोशी को बाहर कर दिया गया।,1
बजट पर चर्चा के उपलब्ध आँकड़ों के मुताबिक आम बजट पर 1984 में 102 और 1985 में 135 घंटे खर्च किए गए थे,1
"उपलब्ध ट्रॉप के अनुसार, 1984 में आम बजट पर 102 घंटे और 1985 में बजट पर शब्द पर 135 घंटे खर्च किए गए थे।",1
"उपलब्ध आंकड़ों के अनुसार, 1984 में आम बजट पर 102 घंटे और 1985 में बजट पर बहस में 135 घंटे खर्च किए गए थे।",1
उत्तराखंड में सैलाब और भूस्खलन के कारण 30 लोगों की मौत हो गई हैलखनऊ से स्थानीय पत्रकार अतुल चंद्रा न,1
उत्तराखंड में अतिप्रवाह और भूस्खलन के कारण 30 लोगों की मौत हो गई है। लखनऊ से स्थानीय पत्रकार अतुल चंद्रा।,1
उत्तराखंड में बाढ़ और भूस्खलन से 30 लोगों की मौत हो गई है। लखनऊ से स्थानीय पत्रकार अतुल चंद्रा।,1
सरकार का कहना है कि इन लोगों को गलती तरीके से जेल में डाला गया या फिर जेल में उनके साथ दुर्व्यवहार ह,2
सरकार का कहना है कि इन लोगों को गलती से जेल में डाल दिया गया या इनके साथ बदतमीजी की गई.,2
सरकार का कहना है कि इन लोगों को गलती से जेल में डाल दिया गया या जेल में इनके साथ बुरा बर्ताव किया गया.,2
शार्क मछलियों से भरे इस समुद्री इलाक़े में नाविकों को एसओएस की प्रतिक्रिया का इंतज़ार था मगर कोई उनक,2
"शार्क से भरे इस समुद्री क्षेत्र में नाविक एसओएस प्रतिक्रिया की प्रतीक्षा कर रहे थे, लेकिन कोई भी उन्हें सुन नहीं सका।",2
"शार्क से भरे इस समुद्री क्षेत्र के बीच नाविक एसओएस के जवाब का इंतजार कर रहे थे, लेकिन किसी ने उनकी नहीं सुनी।",2
पिछले साल अनुराग और रणबीर की   फिल्म बर्फी आई थी जिसने अवार्ड समारोहों में काफी तारीफ बटोरीबहरहाल कि,0
पिछले साल अनुराग और रणबीर की फिल्म बर्फी आई थी जिसने अवॉर्ड फंक्शन्स में खूब वाहवाही बटोरी थी.,0
पिछले साल अनुराग और रणबीर की फिल्म बर्फी आई थी जिसने अवॉर्डिंग फंक्शन्स में खूब वाहवाही बटोरी थी.,0
कारण ये बताया गया है कि उसे कथित तौर पर परेशान किया जा रहा था जिससे बचने के लिए उसने बालकनी से छलांग,1
"वजह यह है कि उसे कथित तौर पर परेशान किया जा रहा था, जिससे बचने के लिए वह बालकनी से कूद गई।",1
"कारण यह बताया गया है कि उसे कथित तौर पर परेशान किया जा रहा था, जिससे बचने के लिए वह बालकनी से कूद गई।",1
बलूचिस्तान सरकार के प्रवक्ता जान बुलेदी ने कहा है कि सबसे ज़्यादा नुकसान अवारन शहर और उसके आसपास के ,2
बलूचिस्तान सरकार के एक प्रवक्ता जान बुलेदी ने कहा कि अवारन शहर और उसके आसपास के इलाके में कॉफी को सबसे ज्यादा नुकसान पहुंचा है।,2
बलूचिस्तान काउंसिल के एक प्रवक्ता जान बुलेदी ने कहा कि अवारन शहर और उसके आसपास के क्षेत्र में सबसे अधिक नुकसान हुआ है।,2
हकीमुल्लाह की एक नवंबर को ड्रोन हमले में मौत हो गई थी लेकिन वास्तविकता यह है कि इस हिंसा को समाप्त क,2
"हकीमुल्ला एक नवंबर को ड्रोन हमले में मारा गया था, लेकिन हकीकत यह है कि इस बल को निष्कर्ष निकालने की जरूरत है।",2
"1 नवंबर को ड्रोन हमले में हकीमुल्ला की हत्या कर दी गई थी, लेकिन हकीकत यह है कि इस हिंसा को खत्म करने की जरूरत है.",2
ये हादसा पुणे से लगभग 100 किलोमीटर दूरी पर आंबेगांव तालुका में स्थित मालीण गांव में हुआ ये गांव 50 म,1
यह हादसा पुणे से करीब 100 किलोमीटर दूर अंबेगांव तालुका में स्थित मालिन गांव में हुआ।,1
यह हादसा पुणे से करीब 100 किलोमीटर दूर अम्बेगांव तालुका में स्थित मालिन गांव में हुआ।,1
बीबीसी से हुई ख़ास बातचीत में अजय राय ने कहा कि नरेंद्र मोदी के उस बयान पर ज़्यादा तरजीह नहीं दी जान,1
बीबीसी से खास बातचीत में अजय राय ने कहा कि नरेंद्र मोदी के बयान को ज्यादा तवज्जो नहीं दी गई.,1
बीबीसी से खास बातचीत में अजय राय ने कहा कि नरेंद्र मोदी के बयान को ज्यादा तवज्जो नहीं दी गई.,1
सचिन तेंदुलकर का आख़िरी टेस्ट मैच बस अब शुरू होने को है और जब यह मैच ख़त्म हो जाएगा जो ज़्यादा से ज़,1
सचिन तेंदुलकर की आखिरी टेस्ट बराबरी शो टाइम देने वाली है और जब यह मैच खत्म होगा जो ज्यादा से ज्यादा होगा,1
सचिन तेंदुलकर की आखिरी टेस्ट जोड़ी अभी शुरू ही होने वाली है और जब यह मैच खत्म होगा जो ज्यादा से ज्यादा होगा,1
पुलिस ने सुरक्षा कारणों की वजह से इसकी इजाज़त नहीं दीदिल्ली पुलिस के मुताबिक दिल्ली का ओखला स्थित एन,0
"सुरक्षा समाप्त होने के कारण पुलिस ने इसकी अनुमति नहीं दी। दिल्ली पुलिस के मुताबिक, दिल्ली के ओखला एन",0
"पुलिस ने सुरक्षा कारणों से इसकी अनुमति नहीं दी। दिल्ली पुलिस के मुताबिक, दिल्ली के ओखला एन",0
सोनिया जब अपना भाषण देने के लिए मंच पर आईं तब पार्टी कार्यकर्ता राहुल गाँधी के नाम के नारे लगा रहे थ,1
सोनिया जब भाषण देने मंच पर आईं तो कार्यकर्ताओं ने राहुल गांधी की चाभी के नारे लगाए।,1
सोनिया जब भाषण देने मंच पर आईं तो पार्टी कार्यकर्ता राहुल महात्मा के नाम पर नारे लगा रहे थे।,1
राष्ट्रीय जनता दल के कुछ विधायकों ने दावा किया कि उन्होंने पार्टी से अलग गुट बना लिया है और विधानसभा,1
राष्ट्रीय जनता दल के आसपास के विधायकों ने दावा किया कि उन्होंने पार्टी और विधानसभा से अलग होकर एक स्वतंत्र समूह बनाया है,1
राष्ट्रीय जनता दल के कुछ विधायकों ने दावा किया कि उन्होंने पार्टी और विधानसभा से अलग समूह बना लिया है।,1
मौसम विभाग ने इस तूफ़ान को नीलम नाम दिया हैमंगलवार से ही चेन्नई कांचीपुरम क्यूड्डालोर और विल्लुपुरम ,1
"मौसम विभाग ने इस तूफान की पहचान नीलम के रूप में की है। मंगलवार से चेन्नई, कांचीपुरम, कुड्डालोर और विल्लुपुरम।",1
"मौसम विभाग ने इस तूफान का नाम नीलम रखा है। मंगलवार से बैंगलोर, कांचीपुरम, कुड्डालोर और विल्लुपुरम।",1
दोनों उम्मीदवार तीन दिनों के आक्रामक चुनाव प्रचार में स्विंग स्टेट्स  ओहायो विसकॉंसिन कोलोरैडो और आय,2
"दो उम्मीदवारों ने ओहियो, विस्कॉन्सिन, कोलोराडो और आयोवा के स्विंग राज्यों में तीन दिनों के आक्रामक प्रचार अभियान को धो डाला।",2
"दो उम्मीदवारों ने ओहियो, विस्कॉन्सिन, कोलोराडो और आयोवा के स्विंग राज्यों में आक्रामक प्रचार के तीन दिनों का खर्च किया।",2
जिन 125 छात्रों पर नकल के मामले में जांच चल रही है उनमें आधे से ज्यादा छात्रों को कुछ वक्त के लिए वि,2
"नकल के आरोप में जिन 125 छात्रों की जांच की जा रही है, उनमें से आधे से अधिक को अस्थायी रूप से निलंबित कर दिया गया है।",2
नकल के आरोप में परीक्षा दे रहे 125 छात्रों में से आधे से अधिक को अस्थायी रूप से निलंबित कर दिया गया है।,2
लेकिन दक्षिण भारत के कई राज्यों और पश्चिम बंगाल ने प्रधानमंत्री के भाषण के सीधे प्रसारण से इंकार कर ,1
लेकिन दक्षिण भारत और पश्चिम बंगाल के कई लोगों ने प्रधानमंत्री के भाषण का सीधा प्रसारण करने से इनकार कर दिया।,1
लेकिन दक्षिण भारत के कई राज्यों और पश्चिम बंगाल ने प्रधानमंत्री के प्रवचनों का सीधा प्रसारण करने से इनकार कर दिया।,1
उन्होंने कहा कि कांग्रेस के चिंतन शिविर में जिन बड़े मुद्दों पर बात होगी उनमें महिलाओं की सुरक्षा भी,1
उन्होंने स्पष्ट किया कि महिलाओं की सुरक्षा भी उन मुद्दों में शामिल होगी जिन पर कांग्रेस के चिंतन शिविर में चर्चा की जाएगी।,1
उन्होंने बताया कि कांग्रेस के चिंतन शिविर में जिन बड़े मुद्दों पर चर्चा होगी उनमें महिला सुरक्षा भी शामिल होगी.,1
राहुल गांधी का अध्यक्ष बनना तय था क्योंकि उनके ख़िलाफ़ कोई और दावेदार था भी नहीं2014 के लोकसभा चुनाव,1
राहुल गांधी का चेयरमैन जाना तय था क्योंकि 2014 के लोकसभा चुनाव में उनके खिलाफ कोई दूसरा दावेदार नहीं था,1
राहुल गांधी का अध्यक्ष बनना तय था क्योंकि 2014 के लोकसभा चुनाव में उनके खिलाफ कोई दूसरा उम्मीदवार नहीं था,1
इसके लिए पार्टी ने आईपीएल की गवर्निंग कौंसिल से अपील भी की हैपार्टी की दलील है कि राज्य में आए भयानक,1
इसके लिए पार्टी ने आईपीएल की गवर्निंग काउंसिल से भी गुहार लगाई है। पार्टी बहस करती है कि राज्य में अकथनीय स्थिति,1
इसको लेकर पार्टी ने आईपीएल की गवर्निंग काउंसिल से भी गुहार लगाई है। पार्टी का तर्क है कि राज्य में भयावह स्थिति है,1
ये कहना है फ़िल्म पीपली लाइव में मुख्य भूमिका निभा रहे अभिनेता रघुवीर यादव का आमिर ख़ान इस फ़िल्म के,0
यह राय फिल्म पीपली लाइव में परिणामी भूमिका निभा रहे अभिनेता रघुवीर यादव की है।,0
यह राय है फिल्म पीपली लाइव में मुख्य भूमिका निभा रहे अभिनेता रघुवीर यादव की।,0
उल्लेखनीय है कि इस मामले में गुजरात के मुख्यमंत्री नरेंद्र मोदी का नाम भी शामिल किया जाता रहा है और ,1
उल्लेखनीय है कि इस मामले में गुजरात के मुख्यमंत्री नरेंद्र मोदी का हवाला भी शामिल किया गया है।,1
उल्लेखनीय है कि इस मामले में गुजरात के मुख्यमंत्री नरेंद्र मोदी का नाम भी शामिल हो चुका है।,1
ये शहर हर उस इंसान को न्योता देता है जो फ़िल्मो में या अभिनय में कुछ करने की मंशा रखता है पर ये जितन,0
"यह शहर हर उस व्यक्ति को आमंत्रित करता है जो फिल्मों में या रोलप्ले में कुछ करने का इरादा रखता है, लेकिन उतने ही",0
"यह शहर उन सभी लोगों को आमंत्रित करता है जो फिल्मों या अभिनय में कुछ करना चाहते हैं, लेकिन उतने ही",0
स्वीडन में वैज्ञानिकों को कब्रिस्तान से वाइकिंग युग के कुछ कपड़े मिले हैं जिनपर अरबी भाषा की कूफ़ी ल,2
स्वीडन के वैज्ञानिकों को एक कब्रिस्तान में अरबी शिलालेखों के साथ वाइकिंग युग के कुछ कपड़े मिले हैं।,2
स्वीडन में वैज्ञानिकों को एक कब्रिस्तान में कुछ वाइकिंग युग के कपड़े मिले हैं जिन पर अरबी शिलालेख हैं।,2
इस पर लिखा है विश्वविख्यात आदर्श ग्राम धरहरा में आपका हार्दिक स्वागत है यह गांव विश्वविख्यात है या न,1
"इस पर लिखा है कि विश्व प्रसिद्ध आदर्श ग्राम धरहरा में आपका हार्दिक स्वागत है, यह टोला विश्वविख्यात है या नहीं?",1
"इस पर लिखा है कि मोंडे प्रसिद्ध आदर्श ग्राम धरहरा में आपका हार्दिक स्वागत है, यह ग्राम विश्व प्रसिद्ध है या नहीं?",1
यहाँ लकीरें साफ़ खिंचीं हुईं हैं इस इलाके के लोग इस संघर्ष में पिसते चले जा रहे हैं खास तौर पर यहाँ ,1
"यहाँ तो रेखाएँ स्पष्ट हैं, इस क्षेत्र की जनता इस संघर्ष में पिस रही है, विशेषकर यहाँ की",1
"यहाँ रेखाएँ स्पष्ट रूप से खींची गई हैं, इस क्षेत्र के लोग इस युद्ध में कुचले जा रहे हैं, विशेषकर यहाँ",1
खास बात यह है कि इस शौचालय में दो सीटें हैं मगर दोनों के बीच कोई पर्दा नहीं लौरा क्रॉस काउंटी में यह,2
खास बात यह है कि इस शौचालय में दो सीटें हैं लेकिन दोनों के बीच कोई पर्दा नहीं है।,2
खास बात यह है कि इस शौचालय में दो सीटें हैं लेकिन दोनों के बीच कोई फेरो नहीं है।,2
कर्ज़ संकट को ख़त्म करने की दिशा में समझौते को लेकर ये बातचीत हुई रिपब्लिकन नेता इरिक कैंटॉर ने बातच,2
रिपब्लिकन नेता एरिक कैंटर कर्ज संकट को खत्म करने के समझौते के बारे में बात कर रहे हैं।,2
रिपब्लिकन नेता एरिक कैंटर ने कर्ज संकट खत्म करने के समझौते की बात कही।,2
(सबसे कम आमिर की फ़ीस)जय हो शुक्रवार को पर्दे पर आई इससे पहले सलमान ख़ान ने भी आमिर की फ़िल्म धूम3 क,0
"(आमिर के लिए सबसे कम शुल्क) जय हो के शुक्रवार को स्क्रीन पर हिट होने से पहले, सलमान खान ने साइन-लैंग्वेज आमिर की फिल्म धूम टर्नरी भी की।",0
"(आमिर के लिए सबसे कम शुल्क) जय हो के गुरुवार को स्क्रीन पर हिट होने से पहले, सलमान खान ने आमिर की फिल्म धूम 3 भी साइन की।",0
"2530 साल की एक औरत रुआंसी आवाज़ में कहती है""सुसाइड करोगी तुम अगले जन्म में कोढ़ी बनोगी भीख़ मांगकर ज",1
2530 साल की एक महिला दहाड़ती आवाज में कहती है कि अगर तुम आत्महत्या करोगे तो अगले जन्म में याचना करके कोढ़ी बनोगे।,1
"2530 साल की एक महिला कर्कश स्वर में कहती है ""अगर तुम आत्महत्या करोगे तो अगले विदा में भीख मांगकर कोढ़ी बन जाओगे।",1
वे एक अच्छे गद्यकार थे और उतने ही अच्छे कवि भी थेअज्ञेय ज़्यादा बड़े गद्यकार थे या कवि इस पर बहस हो ,1
वे एक निष्कलंक गद्य लेखक और उतने ही अच्छे कवि थे,1
वे एक अच्छे गद्य लेखक और उतने ही अच्छे कवि थे,1
रविवार शाम दिल्ली में प्रधानमंत्री निवास पर यूपीए सहयोगियों तथा कुछ कांग्रेसी सदस्यों की  चिंताओं को,1
रविवार शाम को दिल्ली में गुणवत्ता मंत्री के आवास पर यूपीए के सहयोगियों और कुछ कांग्रेस सदस्यों की चिंताओं का हल निकालें,1
मंगलवार शाम को दिल्ली में प्रधानमंत्री आवास पर यूपीए के सहयोगियों और कुछ कांग्रेस सदस्यों की चिंताओं का इलाज करते हुए,1
इसके साथ ही क़तर में तालिबान दफ़्तर के नाम और वहां अफ़ग़ानिस्तान का झंडा लगाने से नाराज़ करज़ई सरकार,2
इसके साथ ही करजई प्रशासन कतर में तालिबान के दफ्तर के विज्ञापन और वहां अफगानिस्तान का झंडा लगाए जाने से नाराज था।,2
इसके साथ ही कतर में तालिबान के कार्यालय के नाम और वहां अफगानिस्तान के झंडे की सुविधा से करजई सरकार खफा थी।,2
इसका आग़ाज़ हुआ दीप्ति ओमचेरी भल्ला के मोहिनीअट्टम नृत्य सेभारतीय शास्त्रीय नृत्य शैलियों के साथसाथ ,1
इसकी शुरुआत दीप्ति ओमचेरी भल्ला के मोहिनीअट्टम नृत्य के साथ भारतीय शास्त्रीय नृत्य पद्धति से हुई,1
इसकी शुरुआत दीप्ति ओमचेरी भल्ला के मोहिनीअट्टम नृत्य के साथ-साथ भारतीय शास्त्रीय नृत्य शैलियों से हुई,1
इस बाबत राज्य सरकार द्वारा प्रचारित उपलब्धियों और जमीनी सच्चाइयों के बीच बड़ा फ़र्क देख रहे आरटीआइ क,1
इस संबंध में आरटीआई कार्यकर्ता राज्य सरकार की सार्वजनिक उपलब्धियों और कोहरे की हकीकत में बड़ा अंतर देख रहे हैं।,1
इस संबंध में आरटीआई कार्यकर्ता राज्य प्रशासन द्वारा सार्वजनिक की गई उपलब्धियों और जमीनी हकीकत में बड़ा अंतर देख रहे हैं।,1
राष्ट्रीय अभिलेखागार ने युद्ध डायरियों के 15 लाख पन्नों को डिजीटल करने का जटिल काम शुरू कर दिया है इ,2
राष्ट्रीय अभिलेखागार ने युद्ध डायरियों के 1.5 मिलियन पृष्ठों को डिजिटल बनाने का विशाल कार्य शुरू कर दिया है।,2
