headline,label
डोण चव्हाणांना लोकांनी डोक्यावर घेतलं असतं पवार,2
महाशीर मासा आढळला तरचं तरंगिणी भागीरथी चकाचक,2
सांगलीत द्राक्षवेल बागायतदार शेतकऱ्याची आत्महत्या,2
मद्रास एक्स्प्रेस पनवेलमध्ये येताच स्फोट होणार मुंबई पोलिसांना निनावी फोन,2
धनगर जात आरक्षणाची दस्तऐवज गायब शासकीय वकिलांची धक्कादायक श्रुति,2
टीव्ही रिमोटसाठी बहिणीने घेतला भावाला चावा,2
आग अन् कणा संगट सैराटची पंचावन्न कोटींची झिंगाट कमाई,0
बीसीसीआयच्या अध्यक्षपदी हाव ठाकूर यांची बिनविरोध निवड,1
कोल्हापूरनाशिकमध्ये महामोर्चा,2
मंत्रीआमदारांचे अच्छे दिन एक ते दिडता लांक वेतन भत्ता,2
मेधा खोले यांनी कागाळी घेतली मागे,2
दुष्काळग्रस्त शेतकर्‍यांना प्रीती झिंटाने दिला मदतीचा भाग,2
हॅपी ओनामा होऊ शकतेराजनी दिले उद्धवशी चर्चेचे डाय,2
२ 10000000 द्या तिकीट घ्या,2
पुण्यात मुलानेच केली माऊली वडिलांची वध,2
नथुराम कोण पोलिसांकडूनच आंदोलकांना गोळ्या घालण्याची धमकी,2
पराभवाचं खापर कुणावर फुटणार,2
संभाजी भगतही पुरस्कार फिरून करणार,2
उद्धव ठाकरेंनी मुख्यमंत्रिपदासाठी युतीपणाला लावली राणे,2
सापाच्या विषाची तस्करी २ कोटींचं गरळ जप्त,2
घोटाळा अगेनचं नवं पोस्टर लाँच,0
VIDEO विजयानंतर विराटचा तीर्थरूप उलगडा म्हणाला या हिंदुस्थान गोलंदाजाची वाटते भीती,1
संपकरी 265 कंत्राटी चोखंदळ निलंबित,2
तोपर्यंत दाभोलकर कुटुंबीयांनी पद्मश्री स्वीकारू नये,2
मतदान यंत्रात त्रेधा भाजपचं फांदी काँग्रेसला,2
पुढचे 2 दिनमान जपून राज्याचं वातावरण फिरणार,2
श्रीसंत लग्नाच्या बेडीत फिक्स,1
ऑपरेशन अहमदनगर जिल्हा त्यानंतर हे आहे भाजपचं पुढचं नेम,2
माझ्याविरोधात कटात पक्षातील विरोधक सहभागीखडसे,2
आमदार बच्चू कडू यांना अचलपूर कोर्टाकडून VII महिन्यांची सजा,2
राज्यात डान्स बार परत सुरू होणार सुप्रीम कोर्टाने दिला पिता मानसिक परीक्षण,2
Asian Games 2018 महाराष्ट्राची बाळ राही सरनोबतने पटकावले सुवर्णपदक,1
महाराष्ट्राचं मिनी काश्मिर गजबजलं कोकण किनारेही घालताहेत पर्यटकांना भुरळ,2
VIDEO शाहरूखच्या मुलीचा हाॅट अवतार व्हिडिओ व्हायरल,0
घरट्यासाठी आजीबाई धावल्या आणि जिंकल्या,2
आहे जेम्स बॉन्डआणि स्टंटबाजी अशी,0
पदवीधर मतदारसंघाच्या निवडणुकीत पक्षांची प्रतिष्ठापणाला,2
रसूलची निवड खेळण्यासाठी की खच्चीकरणासाठी अब्दुल्ला,1
वसुधा शहाणेला मुंबईची फिकीर सुद्धा लोकांनी म्हटलं काँग्रेसवाली ट्विटरवर ट्रोल,0
एनडीएचा पुरस्कार काढणार न अक्षर शिवसेनेचे निर्देश,2
कोकणात साळशीद खरेदीसाठी नितेश राणेंचं ठिय्या चळवळ,2
भुजबळांना आणखीन 1 धक्का नाशिकमधलं फार्म हाऊस ईडीच्या ताब्यात,2
वानखेडेवर डॉन इन अ ॅक्शन,1
या खेळाडूंचा ठरणार हा अंतिम वर्ल्ड कप,1
सनी लिओन छोट्या पडद्यावरुन देणार फिटनेस मंत्रा,0
VIDEO झरीन खानच्या कार्यक्रमात तुफान राडा लोखंडी रॉडने हाणामारी,2
गोष्ट एका अनुकरणीय लग्नाची अनुपयोगी खर्च टाळून त्यांनी विद्यार्थ्यांना दिला मदतीचा,2
पिंपरणी चिंचवडसाठी लवकरच स्वतंत्र्य पोलिस विभाग आयुक्तालय,2
लायनने चेतेश्वरला विचारलं ‘तुला त्रास येत ना का’ पुजाराने दिली ही प्रतिक्रिया,1
औरंगाबादेत आठ वर्षांनंतर मंत्रिमंडळाची बैठक12 1000 कोटींच्या पॅकेजची घोषणा,2
निवडणुकीत कामधंदा वाजून घेता आलं हवे असणे अजित पवार,2
राज्यात गोवंश हत्याबंदी दंडक लवकरच लागू,2
या आहेत दीपिकाच्या बूट कलेक्शनमधल्या सर्वात महत्त्वाच्या पदार्थ,0
दुष्काळाचा बलि_देणे विहिरीत पडून मुलाचा शेवट,2
पापा फाऊन्डेशनचं आज गावोगावी महाश्रमदान आमिर आलियासह दिग्गज सहभागी,2
भरतची नहल्या इनिंग,0
कोल्हापूरात पुनरपि टोलवसुली,2
शिर्डी विमानतळावर मोठी दुर्घटना टळली विमान धावपट्टीवरून खाली उतरले,2
जकात नाक्यावर सशस्त्र दरोडा4 लाखांची रुच लंपास,2
महानायकाला विनयीशील अभिवादन नागपुरात लोटला भीमसागर,2
विक्रांत सरंजामे ईशाशिवाय लंडनला जाण्यामागचं काय आहे खरं मिष,0
VIDEO आमदार मित्र राणा यांच्या दहीहंडीत वाह्यात नाच,2
9 वाघांची पाककला करणार्‍या टोळीचे तीन माणूस गजाआड,2
१ तारीख धाव दहशतवादाविरोधात,1
गौतम गुलाटी बिग बॉसचा जेता,0
VIDEO जिमच्या एका तासासाठी हजारो रुपये देते ही स्टार,0
तीन चेहरे भार्गवी चिरमुले नेहा गामोपाध्याय आणि सावनी शेंडे,0
अरेच्या भाजपची काँग्रेसला सहकार्य परभणीच्या महापौरपदी काँग्रेसच्या मीना वरपुडकर,2
२४ तारीख तासांपेक्षा बेसुमार शेवट उलटूनही लाखो क्विंटल तूर खरेदीविना पडूनच,2
फटाके फोडण्याच्या वादातून धुळ्यात तरूणाची वध,2
शरद पवार जेव्हा निवडून आले त्यावेळी मुख्यमंत्री प्रायमरी स्कूलमध्ये असतील,2
अंडर१९ वर्ल्डकपमध्ये ऑस्ट्रेलिया ऑल ऑऊट भारतापुढे 217 धावांचं आव्हान,1
राज ठाकरे राष्ट्रवादीसोबत शरद पवारांनी पहिल्यांदाच केलं घोषित टीका,2
महाराष्ट्रीय मोर्चाच्या तोडफोडीमुळे परतीच्या मार्गी निघालेला वारकरी खोळंबला,2
Video करिना कपूर आता नव्या भूमिकेत,0
दीपिकासमोर पद्मावतीचं नवं आव्हान,0
बॉलिवूड कलाकारांनी केलं मोदींचं स्तुती,0
रक्षक मेहताच्या कलाकारांना ज्येष्ठ धडक दिवसाचे शुटिंग केले रद्द,0
# FitnessFunda योग करताना दीपिका करते ही आसनं,0
कल्हे भरताना अपानवायू घसरल्याने विहिरीत पडून ७० वर्षीय महिलेचा देवाज्ञा,2
मराठ्यांच्या राजधानीत आज घुमणार # एकमराठालाखमराठाचा एल्गार,2
बीडमध्ये पावसाची दमदार उपस्थिती,2
ओखी झंझावात कोकण किनारपट्टीकडे सरकण्याची संभावना,2
सेनेचे आमदार गुलाबराव पाटील यांना एक दिवसाची पोलिसदल कोठडी,2
अमृताचीचिकनी चमेलीगाण्यावर परफॉर्मन्स,0
लातूरनंतर या वेळी परभणीत पाणीबाणी कलम 144 लागू,2
आठवणीतले सतीश तारे,0
का बरं केलं अक्षयने टक्कल,0
लवकरच मराठी भाषा भाषेला घरंदाज प्रतिलिपी,2
देसी गर्ल प्रियांकाने शेअर केले बिकनीतले फोटो,0
आली लहर केला कहर पोलिसांनी शेळीलाच लॉकअपमध्ये डांबलं,2
बॉम्बे वेलव्हेटची झलक,0
साताऱ्यातही नरेंद्र मोदी कंदीपेढेवाला आहे उदयनराजेंचा मोदींवर शाब्दिक सर्जिकल स्ट्राईक,2
नोबल अनुमोदन विजेती मलालावरच्या सिनेमाचं मोशन पोस्टर रिलीज,0
मेंढपाळ समाजाचं आंदोलन राज्यभर पेटलं,2
तारका सुष्मिता सेन परत चर्चेत हा लुक सोशल मीडियावर मकवाना व्हायरल,0
VIDEO दाभोलकरांवर गोळ्या झाडल्यानंतर अंदुरे कळसकर कसे गेले पळून,2
IPL AUCTION 2019 महाराष्ट्राच्या या पाच खेळाडूंवर असेल सर्वांचं ध्यान,1
कुंभमेळ्यासाठी सरकारकडून ठेव थोडा पालिकेनंच केली कामं,2
पुण्यात सोवळेफेम डॉ खोले यांच्याविरोधात राष्ट्रवादीचं वळवळ,2
स्वाभिमानीदुखावला आपसोबत युती नाहीच,2
औरंगाबादमध्ये आज मुस्लिम समाजाचा मोर्चा,2
फ्लाईंग जट्टची मोठी झांप साकारणार रॅम्बो,0
एलफिन्स्टन दुर्घटनेबद्दल बाॅलिवूड सेलिब्रिटींच्या सहवेदना,0
प्रतिज्ञा प्रियांका,0
अंकिता लोखंडे आणि सुशांत सिंग राजपूत पुन्हा येतायत एकत्र,0
बिग बींच्या घराबाहेर चाहत्यांची गर्दी,0
येरवडा कारागृहात कैद्याची ठेचून वध,2
सुभाष देसाईंच्या राजीनाम्याचा फक्त राजकीय ड्रामा विखे पाटलांची टीका,2
सेल्फीच्या नादात 7 तरुणांनी गमावला अंतर्याम,2
कोथिंबीरीची १ जुडी 340 रुपयांना,2
कॉ गोविंद पानसरे हत्येप्रकरणी सांगलीत एकाला अटक,2
बालशौर्य पाठिंबा विजेता जळगावचा निलेश भिल दुसऱ्यांदा मागचा पळून,2
प्रशिक्षणार्थी डीवायएसपी व्यापक ढुमे पाटलांना कारखाली चिरडून मारण्याचा यत्न,2
हाच तो सैराटमधला इनामदारवाडा,2
हुंड्याच्या जाचाला कंटाळून गरोदर विवाहितेची आत्महत्या,2
पद्मावतीचं नवं पोस्टर रिलीज शाहीदचा महारावल रतन सिंग चर्चेत,0
स्टीलच्या ग्लासखाली सुतळी बॉम्ब फोडणं जीवावर बेतलं युवकाचा देहान्त,2
डेढ इश्कियाची झलक,0
स्पेशल रिपोर्ट स्वच्छंदी बौद्ध लग्न कायद्याची विवाहाचा_प्रस्ताव होड,2
शेवटास काळावधी सेनेला पाच कॅबिनेट आणि VII राज्यमंत्रिपदं,2
हा शिबाड माझ्या नामा दुरूपयोग पनामा पेपर्स लीकवर बिग बींनी सोडलं मौन,0
दिल्लीहून आलेल्या या हॉट अभिनेत्रीला व्हायचं होतं पत्रकार,0
ताडोब्यात आढळले बत्तीस पाडस,2
ऐन न्यू इयरच्या तोंडावर राज्यात बीअर महागणार,2
मेक इन इंडियात शेतकरी अग्रक्रमावर राहिला मन होणे डॉस्वामीनाथन,2
माहेरून जाया येत नसल्यानं जावयानं कापलं सासयाचं घ्राणेंद्रिय,2
मनसे आंदोलकाला तहसीलदाराने मागितला एक कोटीचा हमीदार,2
अमेरिकेतील बडा गिटारवादक चक बेरी यांचं मरण,0
मागचा वृक्ष कुणीकडे,2
गोलचा बादशाह हुकला मेस्सीचा आंतराष्ट्रीय फुटबॉलला अलविदा,1
अतिशय जागेच्या मागणीवरून युतीत रस्सीखेच,2
टेनिसमध्ये मॅच फिक्सिंग आघाडीचे खेळाडू संशयाच्या भोवऱ्यात,1
चिंचणीत एसटी बससेवेसाठी रास्तारोको चळवळ,2
अनिष्ट भरपाईसाठी गारपीटग्रस्त शेतकऱ्यांनी रोखला नागपूरमुंबई राजमार्ग,2
मोहोळचे आमदार रमेश कदम यांना 14 दिवसांची न्यायालयीन कोठडी,2
वाणजिन्नस घराण्याचे बडा गवई कृष्ण अभ्यंकर यांचं समारोप,0
CCTV वृद्धाला धडक देऊन रुग्णालयात नेण्याचं मिष पुढे जाऊन रस्त्यावरच दिलं टाकून,2
शेतकऱ्यांचे बुरे दिन खतांच्या दरवाढीमुळे मोडले कंबरडे,2
गणेशोत्सवात मुंबईगोवा तेजस एक्सप्रेसमध्ये मिळणार उकडीचे मोदक,2
यवतमाळमध्ये सदाभाऊंवर कीटकनाशक फेकण्याचा धडपड,2
दिल्ली प्रदूषणावर विराट कोहलीनं सांगितला उपाय,1
2जी हेराफेरी निकालामुळे भाजपचा खोटारडेपणा उघड राहुल महात्मा गांधी,2
तर शेतकऱ्यांचा कपाशी राज्यव्यवस्था खरेदी करेल गिरीश महाजन,2
कॅन्सरने घेतला आतादेखील एका अभिनेत्रीचा बलिप्रदान,0
सेंचुरियन एकदिवसीय सामन्यात भारताचा दक्षिण भाग आफ्रिकेवर दणदणीत जीत,1
धुळे डाॅक्टर मारहाण प्रकरणातील संशयिताचा पोलीस कोठडीत फाशी,2
Big Boss 12 जसलीन म्हणतेय मी सिंगल आहे जलोटांसोबतच्या रिलेशनचं न्याय काय,0
लक्ष्मीकांत राणेंच्या पत्रकार परिषदेला नितेश राणेच गैरहजर राहणार,2
ढिनच्यॅक लव्हस्टोरी,0
दौंड गोळीबारातील अभियुक्त SRPF नवयुवक संजय शिंदेला सुपे इथून तितिर,2
बरसात स्वरांची,0
बीसीसीआय निवडणुकीच्या रिंगणात पवार नाहीत,1
सिद्धार्थ जाधवच्या वाढदिवसाला रणवीरनं केला डान्स VIDEO व्हायरल,0
लक्स गोल्डन रोज अॅवाॅर्डमध्ये सितारे जमी बाजू,0
अशा पद्धतीने डॉ हाथी फेम कवी कुमार यांनी वजन केले होते थोडा,0
रहाणे पंतची शतकाकडे वाटचाल सामन्यावर भारताची जय्यत पकड,1
200 रुपयाच्या बिलासाठी चौघांवर ऍसिड आक्रमण,2
देवेंद्र फडणवीसांना सुप्रीम कोर्टाची नोटीस 2 खटल्यांची माहिती लपवल्याचा आरोप,2
क्रिकेटमधला कोरा करकरीत दिनमान नागपुरात 9 प्रेक्षकांचा मैदानावरच मकवाना होता सांगता,1
विनेश फोगाटची अवसानयुक्त खेळी भारताला मिळवून दिलं दुसरं सुवर्णपदक,1
आघाडीत जागावाटपावरून पेचकाँग्रेसला हवा1929चा फॉर्म्युला,2
एबी डिव्हिलियर्सचे सुपरफास्ट शतक अवघ्या 31 चेंडूत ठोकले शतक,1
भुजबळांना दणका 55 कोटींची मालमत्ता जप्त,2
ग्रॅज्युएशनमध्ये नापसंत झाले होते अमिताभ बच्चन केबीसीमध्ये सांगितला किस्सा,0
सोनम कपूरच्या पार्टीत शाहरुखसलमानचा जलवा,0
स्त्री शक्तीचा विजय शनिदेव मंदिराच्या अध्यक्षपदी महिलेची निवड,2
ह्या वेळी सलमान डाऊटफुल नाही,0
लग्नानंतर या अभिनेत्रीला देणार सलमान खान खास भेट एकत्र करणार सिनेमा,0
खिद्रापुरे तळघरातच चालवायचा गर्भपाताचा अड्डा ड्रॉव्हरमध्ये सापडले भ्रूण,2
पालघरमध्ये उद्धव ठाकरे विरुद्ध गोसावी पाखरू आदित्यनाथ,2
आयपीएलचे किंग,1
नृपाल मोदींनी भाजपला हायजॅक केलं अजित पवार,2
मी कॉलनीचा आभारी सिद्धार्थ पारधे ( अंश II ),2
आधारवाडी जेलमधून २ बंदी फरारी,2
VIDEO नवनीत राणा पतीसोबत दुचाकीवर रॅलीत सहभागी व्हिडिओ व्हायरल,2
दीक्षाभूमीवर पंतप्रधानांचं महामानवाला नमन,2
नगराध्यक्षांवर बलात्काराचा अपराध दाखल,2
Jagjit Singh Special जेव्हा चित्रा यांच्या पतीकडे जगजीत वनराज यांनी मागितला त्यांचा सरणी,0
फेसबुक वापरू दिलं नाही त्यावेळी तरूणीची आत्महत्या,2
इसिसच्या संपर्कात असलेल्या 3 तरुणांपैकी एकाला पुणे एटीएसने घेतलं ताब्यात,2
मैदानावरून सेट हटवा पुणे विद्यापीठाचा नागराज मंजुळेंना आज्ञा,0
VIDEO आत्महत्येसाठी रुळावर झोपला सबंध झुकझुकगाडी अंगावरून गेली पण खरचटलंही न,2
ह्या साली विठ्ठलाचं देऊळ वारकर्‍यांसाठी झटदिशी उघडणार,2
शहात्तर वर्षांचे अमिताभ बच्चन आजही आहेत फिट हे आहे रहस्य,0
पहिल्याच सामन्यात अर्धशतक ठोकून ‘या’ खेळाडूने केली सेहवागची बरोबरी,1
सावित्रीबाई जोति पुणे विद्यापीठाच्या एमफिल पीएचडीच्या जागांमध्ये हानी,2
मंगलमूर्ती शहांचा उद्धव ठाकरेंना टेलिफोन युतीचा सिद्धता भराभर घेण्याचा आग्रह,2
राष्ट्रवादीच्या पालट यात्रेला b परिषद घेऊन शरद पवार सरकारवर करणार हल्लाबोल,2
आम्हाला दुधात मिठाचा जवाहीर न व्यंजन टाकायचा संजय राऊत,2
नादखुळा पावसामुळे कोल्हापूरमय,2
पुण्यात एकतर्फी प्रेमातून तरुणीवर कुर्‍हाडीने प्राणघातक जडणे,2
उद्धव ठाकरे आणि मुख्यमंत्र्यांची परिमाण पणाला,2
मुरांबाच्या निमित्तानं अनंत वाघशी गप्पा,0
मिस वर्ल्ड मानुषीचा हा फोटो 3 लाख लोकांनी LIKE केला तुम्ही पाहिलात का,0
चंद्रपुरातील पूर्ती बाजारला भीतिप्रद दाह अख्खा वास्तू जळून बगल,2
शरद पवारांना एनडीएमध्ये यायचं होतं पणमुंडे,2
पक्षातल्या थोडा लोकांना अवदसा आठवलीय शरद पवारांची टीका,2
अहमदनगर जिल्हा पालिका वादग्रस्त श्रीपाद छिंदम 2000 मतांनी विजेता,2
रणबीरच्या वाढदिवशी नीतू कपूरनं शेअर केल्या जुन्या आठवणी,0
पद्मावतीसाठी दीपिकानं परिधान केला 93 किलोंचा पेहराव,0
पुण्यात पुन्हा दुचाकी जळीतकांड 33 वाहने भस्मसात,2
फाईट करणाऱ्या उदयनराजे समर्थकांना पोलिसांचा हिसका,2
बँकेची दिवाळखोरी ज्ञात केल्याने ठेवीदारांना धक्का,2
पंचगंगेने आेलांडली धोक्याची पातळी कोल्हापूरगगनबावडा मार्ग बंद,2
जेव्हा दीपिकाचे आजीमाजी बाॅयफ्रेंड्स येतात आमने सामने,0
VIDEO एसटीचा प्रवास ठरला अखेरचाबसखाली येऊन खेकडा महिलेचा देहान्त,2
VIDEO ठाकरेच्या स्क्रीनिंगदरम्यान नाराजीनाट्य,0
साक्षी मलिकची बादशाह लव्ह स्टोरी,1
हम फिट तो इंडिया फिट सचिन तेंडुलकरनं दिलं फिटनेस चॅलेंज,1
मुख्यमंत्री आजपासून दुष्काळी दौर्‍यावर,2
पैसे वाटप प्रकरणी अपक्ष उमेदवार चिचोळा चौधरींवर गुन्हा दाखल,2
ऑस्ट्रेलियाच्या फलंदाजांना चिढवताना दिसला चंद्रमौली पंत कामरान अकमलशी झाली तुलना,1
ग्रेट भेटमध्ये डॉ भालचंद्र मुणगेकर अंश 5,2
मुख्यमंत्र्यांनी 105 हुतात्म्यांचा बेअब्रू केलायसंजय राऊत,2
फिल्म रिव्ह्यु संदूक,0
शानदारजबरदस्त झिंदाबादमनमाडच्या मांझीने एकट्याने बांधला धरण,2
सोनम कपूरच्या या फोटोंनी सोशल मीडियावर केलाय हंगामा,0
कांद्याच्या किंमतीवरून वांधा,2
केडीएमसीचे अतिरिक्त आयुक्त संजय घरतला 35 लाखांची हव्यास घेताना तितर,2
रॅम्प वॉक नको रे बाबाआमिर खान,0
टायगर माझ्याहून स्वाक्षरी डान्सरस्पायडरमॅन,0
12वीचा फलित घोषित दरवर्षीप्रमाणे यंदाही मुलींचीच बाजी,2
राज्यात गोवंश खून बंदिवान कायम मात्र राज्याबाहेरुन आणलेलं गोमांस खायला अनुमती,2
﻿दारूसिगारेटवरचा टॅक्स राष्ट्रवादीला का झोंबला मुख्यमंत्री,2
ऐ मेरे वतन के लोगों,0
IPL 2017 पुण्यानं बंगळुरूला 27 रन्सनी हरवलं,1
बडव्यांच्या तावडीतून विठ्ठलाची मोक्ष,2
मराठी भाषा क्रांती मोर्चाकडून आंदोलनाच्या तिसऱ्या पर्वाची घोषणा,2
प्रीतम मुंडेंच्या नेतृत्वात पंकजांचं शक्तिप्रदर्शन,2
Maharashtra Bandh मुख्यमंत्र्यांना मंदिरात जाऊ न अक्षर देण्याने काय सिद्ध_करण्यायोग्य होतं व्यंकय्या नायडूंचा सवाल,2
रणबीरची नवी गर्लफ्रेंड,0
फिल्म रिव्ह्यु आठवणीत राहणारं पोस्टकार्ड,0
तुकडा पंचाईत भजन लोकप्रिय झाले त्यासाठी 15 वर्षांपासून सहचारिणी वाळीत,2
राईट टू रिजेक्टचा सिद्धता योग्यअण्णा हजारे,2
Asian Games 2018 सांघिक शिक्षिका आणि पुरूष तिरंदाजीत भारताला रौप्यपदक,1
बीडमध्ये सैराट घडण भररस्त्यावर भावानेच बहिणीच्या पतीची केली संहार,2
व्वा सर चक्क 40 सेकंदांत पेपर तपासणी,2
ऑडीपेक्षाही महाग अशातला 70 लाखांचा अश्व,2
खल्लास गर्ल ईशा कोप्पीकरचा भाजपमध्ये दाखल मिळाली स्पर्धा जबाबदारी,0
VIDEO आढळराव पाटलांची अमोल कोल्हेंवर खोचक परीक्षण म्हणाले,2
डॉ दाभोलकर हत्या बाब ३ वर्षं उलटूनही मारेकरी मोकाटच,2
सट्टेबाजीवरून अरबाजमलाईकात व्हायची भांडणं शेवट झाला काडीमोड,0
सलील कुलकर्णींची यापुढे नहलु इनिंग,0
ओशोच्या आश्रमात बाथरूमही धुवायचा हा बॉलिवूडचा सुपरस्टार,0
साईबाबांच्या मंदिरात भगवे फलक ओम आणि त्रिशूळ,2
मंत्रिमंडळाची महत्त्वाची बैठकया आहेत आजच्या पाच मोठ्या बातम्या,2
भाजपच्या जाहिरातीत चक्क आयुक्तांचा चित्र आयुक्तांनी बजावली नोटीस,2
बेळगावी गोट वर्ज्य सुप्रीम कोर्टात तट मांडणार मुख्यमंत्री,2
एआयबीचा तो शो वादात 3 तारीख कलाकारांविरोधात तकरार,0
कोपर्डी मामला आरोपित नितीन भैलुमेला जामीन देऊ नये,2
कोल्हापुरात पंचगंगेच्या घाटावर हर पौर्णिमेनिमित्त दीपोत्सव,2
भूलोक वाघीण प्रकरणाला नवे वांकण शवविच्छेदन अहवालात धक्कादायक कथा माहीत,2
सॅफ्रॉन टूर्स कंपनीचा रत्नागिरीकरांना कोट्यावधीचा गंडा,2
उमंगमध्ये सेलिब्रिटींनी भरले डाय,0
नागपूरमध्ये 10 दिवसांत 9 संहार नागरिक तापलेला,2
अमूल्य बराटे ठरला हिंदकेसरी,1
मातोश्रीच्या अंगणात नारायण राणे चितपट,2
लक्ष्मीनायक राणेंचा भाजपचं परिणती चिटोरे पुवळलेला करणाऱ्या समितीत समावेश,2
पोषक आहाराची ऐशी तैशी,2
सासरकडून छळ गरोदर विवाहितेची मुलीसह आत्महत्या,2
अर्क ठाकरेंची शिवसेनेत या वेळी निर्णायक भूमिका राहणार,2
संगमनेरमध्ये बिबट्याचा महिलेवर हल्ला,2
काय बोलणार राज ठाकरे आज पहिल्यांदाच जाणार उत्तर भारतीयांच्या व्यासपीठावर,2
२० मध्ये अक्षयच्या ऐवजी हा कलाभीज्ञ होणार होता क्रो मॅन,0
MCAच्या मैदानात रंगणार मुंडे विरुद्ध पवार झगडा,1
# Metoo संस्कारी बाबूजी गोत्यात आलोकनाथ यांच्यावर बलात्काराचा गुन्हा दाखल,2
गारपीटग्रस्त शेतकर्‍याची आत्महत्या,2
मॅच जिंकल्यानंतर माही घेतोय लेकीची तमा,1
सचिन तेंडुलकरनं लाँच केला स्वतचा ब्रँड,1
फुगेच्या टीमसोबत धमाल,0
आज राज्यभरात रामनवमीचा जोर शोभायात्रेसाठी सजली शहरं,2
सुष्मिता सेननं दाखवले तिचे अॅप्स तसबीर व्हायरल,0
हृतिक रोशननं भन्साळींचा चित्रपट करायला का दिला इन्कार,0
मालवण समुद्रकिनारी तब्बल ३० फुट लांबीचा देवमासा मृताव्यवस्थेत आढळला,2
पहिल्या दिवशी भारतवर्ष 157 धावांवर 2 बाद,1
रत्नागिरी जिपवर सेनेचा भगवा फडकला भाजपा जमीनदोस्त,2
परळी शेती उत्पन्न मार्केट समितीच्या निवडणुकीत अर्जुनवृक्ष मुंडेंची बाजी,2
पंतप्रधानांच्या कार्यक्रमाला जाणार न अक्षर मुख्यमंत्री,2
मोदी कोणत्या देशात आहे हे पूर्वी शोधावं लागेल पवारांचा टोमणा,2
II हजार रुपयांपर्यंतचे समग्र डिजिटल वागणूक ह्या वेळी निशुल्क होणार,2
बीडमध्ये जन्मले दोन तारीख तोंडाचे औक्षवंत,2
VIDEO ठाण्यात मराठी भाषा वर्ग पेटला रेल्वेस्थानकात केला रेल रोको,2
बापरेकिती ज्येष्ठ शार्दूल यवतमाळमध्ये रेषारेषाचा वाघाचं पुनश्च असं दर्शन,2
फिल्म फेस्टिव्हलला सेलिब्रिटींची हजेरी,0
रणवीरदीपिकाच्या लग्नाची तारीख ठरली,0
श्रीदेवींच्या निधनावर बिग b अक्षर यांनी केला हा शेर टि्वट,0
ज्युनियर वर्ल्ड कप हाॅकी स्पर्धेत हिंद अजिंक्य,1
एकतर्फी प्रेमातून तरुणाची कारमध्ये स्वतला पेटवून आत्महत्या,2
चेटकीण असल्याच्या संशयावरून महिलेला ख्याती मारहाण,2
त्र्यंबकेश्वरला निवृतीनाथ तर कर्नाटक आणि आंध्र प्रदेशात सिद्धेश्वर महाराजांच्या यात्रेला हयात,2
गुळखोबर्‍याची चटणी आणि गुळभेंडी हुरडा,2
बातम्या थोडक्यातमहाराष्ट्रनामा,2
रिंकूचा ताजा ग्लॅमरस झळ,0
Womens Day आता स्त्रीयांनी जबरदस्त डाएट करायला नको मृणाल दुसानीस,0
आज राष्ट्रीय पुरस्कारांचं वितरण महेश काळे आणि आर्चीचा होणार गौरव,0
महाराष्ट्रीयन साहित्य संमेलनाच्या अध्यक्षपदी डॉ श्रीपाल सबनीस,2
प्रेम न अक्षर उरलं त्यासाठी दारातच पुरलं,2
शंभुराजे भिडेंना कैद करा विरोधीपक्षांची विभानसभेत विवाहाचा_प्रस्ताव,2
जनजागृतीसाठी पॅडमॅन साताऱ्यात मराठीतून महिलांशी साधला मोकळा संवाद,0
VIDEO ठाण्यात आंदोलनाचा भडका रस्त्यावर जाळले टायर,2
खडसेंना आतादेखील एक ठोकर महसुल मंत्री असतानाचे एक सहस्र कोटींचं ठेका रद्द,2
अंडी महागली प्रति दरशेकडा 540 रुपये,2
नवं वर्षनवे सिनेमे,0
पाळणाघर संचालिकेचा मुलगाच करायचा चिमुकलीवर अत्याचार,2
आयटी विभागाचे प्रारंभिक चिटणीस विजयकुमार गौतम यांची समाप्ती बदली,2
मिताली राज भारतातील सर्वात प्रभावशाली बाई,1
ज्योतिर्भास्कर जयंत साळगावकर यांचं कालमर्यादा,2
सरकारने शेतीकडे अनवधान केल्यानेच देशाचा विकासदर घटला शरद पवार,2
नगरच्या पाथर्डीमध्ये आमिरचं तुफान जलसंधारणाची कामं सुरू,2
बीडमध्ये आरक्षणासाठी मुस्लीम समाजाचा मोर्चा,2
चित्र सजा राजपत्नी मुखर्जीच्या मुलीच्या बर्थडेला सेलिब्रिटींची धूम,0
सलमान खानमुळे हैराण झालेत शेतकरी,0
राष्ट्रवादीची लोकसभेसाठी जय्यत जुळणी,2
परभणीत राष्ट्रवादीचे तीन आमदार असूनही सत्ता गमावली काँग्रेसने मिळवली,2
10 लाखांची लाच स्वीकारताना तहसीलदाराला ठाण्यात कारागृह,2
